job_title,mbi_profil,company,location,veroeffentlicht_am,url,quelle,Fachkompetenz_Score,Sozialkompetenz_Score,Methodenkompetenz_Score,Personalkompetenz_Score,Fachdetail_Score,FK_Waren_Produktkenntnisse,FK_Komplexe_Fertigkeiten,FK_Fremdsprachen,FK_Fuehrerschein,FK_Auslandserfahrung,FK_Vertriebserfahrung,FK_Projekterfahrung,FK_EDV_Kenntnisse,FK_Berufsausbildung,FK_Branchenerfahrung,FD_Python,FD_Java,FD_JavaScript_TypeScript,FD_CSharp,FD_SQL,FD_R_Statistik,FD_HTML_CSS,FD_PHP_Ruby_andere,FD_Cloud_AWS_Azure_GCP,FD_Docker_Kubernetes,FD_DevOps_CICD,FD_Data_Science_ML,FD_AI_KI,FD_NLP_LLM,FD_Data_Analysis_BI,FD_Data_Engineering_ETL,FD_SAP,FD_Salesforce,FD_ERP,FD_CRM,FD_MS_Office,FD_Jira_Confluence,FD_Cyber_Security,FD_Datenschutz_DSGVO,FD_UX_UI_Design,FD_API_Webentwicklung,FD_Scraping_Automatisierung,FD_Agile_Scrum,FD_Berufserfahrung_Jahre,SK_Kooperationsfaehigkeit,SK_Verhandlungsgeschick,SK_Durchsetzungsvermoegen,SK_Kritikfaehigkeit,SK_Teamfaehigkeit,SK_Hilfsbereitschaft,SK_Fairness,SK_Kundenorientierung,SK_Vorurteilsfreiheit,SK_Respekt,MK_Konzeptionelle_Staerke,MK_Effektives_Arbeiten,MK_Projektmanagement,MK_Strategieentwicklung,MK_Praesentation,MK_Selbstmanagement,MK_Moderationstechnik,MK_Koordination,MK_Kreatives_Denken,MK_Stressmanagement,PK_Ausstrahlung_Charisma,PK_Aufgeschlossenheit,PK_Unternehmerisches_Denken,PK_Menschenkenntnis,PK_Empathie,PK_Auffassungsgabe,PK_Motivation,PK_Interesse,PK_Belastbarkeit,PK_Entschlossenheit
Junior-Spartenleiter:in StahlMetall – dein Sprungbrett zur Spartenleitung,Transforming & Managing Digital Business,Mueller AG,Langenthal,2026-03-13 08:30:36+00:00,https://www.jobs.ch/de/stellenangebote/detail/1a3f2948-4172-414c-a3f9-11f95c9d9329/,jobs.ch,2,1,1,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Consultant Unternehmenssteuerberatung mit Zusatzfokus Real Estate (Graduate),Transforming & Managing Digital Business,Ernst & Young AG,Zurich,2026-03-09 01:06:54+00:00,https://www.jobs.ch/de/stellenangebote/detail/9471903a-c03d-4885-9724-0adf9526ab2c/,jobs.ch,2,1,1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
Projektingenieur/in Trinkwasser und Abwasser,Transforming & Managing Digital Business,EBP Schweiz AG,Zürich,2026-03-28 04:02:47+00:00,https://www.jobs.ch/de/stellenangebote/detail/64059615-5d54-44fe-9390-93267f34f407/,jobs.ch,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Junior Account Manager (career starter) - Permanent Contract !,Business Development,Academic Work Switzerland SA,Zurich,2026-03-11 09:34:24+00:00,https://www.jobs.ch/de/stellenangebote/detail/31339c22-7d48-4e5b-a8d8-33218c6cc804/,jobs.ch,2,2,2,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Business Controller (a),Business Development,Baumer Group,Frauenfeld,2026-03-23 16:31:59+00:00,https://www.jobs.ch/de/stellenangebote/detail/4576d892-73d7-432a-ad61-c691b4b517f1/,jobs.ch,4,2,1,0,3,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Consultant Swiss Individual Tax Zug (Graduate),Transforming & Managing Digital Business,Ernst & Young AG,Zug,2026-03-09 01:06:56+00:00,https://www.jobs.ch/de/stellenangebote/detail/b6663f5c-7d7f-4f9a-85d9-11f85efacce9/,jobs.ch,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BPS/Lean und IE (Industrial Ingenieur) Spezialist – Power Tools Accessories 100% (f/m/div.) REF282131O,Supply Chain & Operations Management,Bosch Group – Scintilla AG Solothurn,Schweiz,2026-03-30 13:33:07+00:00,https://www.jobs.ch/de/stellenangebote/detail/80c9c51f-7146-4980-8352-2ef6572a00cd/,jobs.ch,2,2,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(Junior) Abacus Berater :in,Technology Solution Architect,Consult & Pepper AG,Appenzell-Innerrhoden,2026-03-30 04:07:02+00:00,https://www.jobs.ch/de/stellenangebote/detail/dd6b7e1f-fe8a-45d7-ab73-b2541d828c86/,jobs.ch,4,0,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SAP CRM Consultant (m/w/d),Technology Solution Architect,NOVO Business Consultants AG,Bern/Zürich,2026-03-23 09:32:36+00:00,https://www.jobs.ch/de/stellenangebote/detail/19120ce9-bf49-4421-a544-012c9a4e82e0/,jobs.ch,2,0,1,2,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
Consultant Business Applications Finance (w/m/d) 80-100%,Transforming & Managing Digital Business,p4b ag,Bern,2026-03-24 08:56:29+00:00,https://www.jobs.ch/de/stellenangebote/detail/50cc96e7-345b-4ff6-b7ae-9a6d1d677b46/,jobs.ch,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Digital Experience Coordinator (DXC) – Serviceportal & E-Commerce DACH 80-100% (m/w/d),Digital Channel & CRM,Pacovis AG,Stetten,2026-03-02 16:33:44+00:00,https://www.jobs.ch/de/stellenangebote/detail/9ea175c8-b980-436e-8712-d55694a83853/,jobs.ch,3,1,0,1,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
COO (Leiter/in Operations) – Produktion & Supply Chain,Supply Chain & Operations Management,Heberlein Technology AG,Wattwil,2026-03-23 07:30:20+00:00,https://www.jobs.ch/de/stellenangebote/detail/9dfa3457-eca4-4085-8e5e-139a59918336/,jobs.ch,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Head of Solution Sales (m/w/d),Business Development,Sonio AG,Baar,2026-03-25 06:33:09+00:00,https://www.jobs.ch/de/stellenangebote/detail/90970cd9-0b9b-436f-93fb-6cac0cfbda86/,jobs.ch,2,3,2,0,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Business Solutions Designer:in, 100%",Transforming & Managing Digital Business,ISS Schweiz AG,Zürich Altstetten,2026-03-13 12:34:31+00:00,https://www.jobs.ch/de/stellenangebote/detail/a34568a3-69b1-4e12-be6c-6f17bf28e093/,jobs.ch,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Software Entwickler für Microsoft Dynamics 365 Business Central 80–100%,Technology Solution Architect,Aventit AG,Zürich,2026-03-17 12:02:40+00:00,https://www.jobs.ch/de/stellenangebote/detail/aa1357c4-3183-4b7d-a7c1-408f7f447669/,jobs.ch,4,1,3,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Pricing- und LIeferantenkoordinator/-in (80 - 100%),Business Development,BIBUS HYDRAULIK AG,Fehraltorf,2026-03-09 16:51:03+00:00,https://www.jobs.ch/de/stellenangebote/detail/fca9aef1-4c5a-4db3-8300-7faf002a59a7/,jobs.ch,5,2,3,2,2,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Interimsleitung IT Service Management 80-100%,Technology Solution Architect,Digital Boutique GmbH,Baden,2026-03-18 06:33:14+00:00,https://www.jobs.ch/de/stellenangebote/detail/5dd2182e-ccec-4d13-9cb6-0adcb60477c2/,jobs.ch,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Digital Project Manager HR-Payroll (w/m/d) 80-100%,Transforming & Managing Digital Business,p4b ag,Bern,2026-03-24 09:02:00+00:00,https://www.jobs.ch/de/stellenangebote/detail/c643acbe-0f18-4228-b42e-c1c7aad97bb1/,jobs.ch,3,0,2,2,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
CUSTOMER SERVICE TRAINEE 60-100% (M/W/D),Digital Channel & CRM,IVECO (Schweiz) AG,Kloten,2026-03-12 17:03:27+00:00,https://www.jobs.ch/de/stellenangebote/detail/d29e039f-0c52-4ed9-a068-cf12e2036492/,jobs.ch,2,1,1,2,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Director in Cybersecurity Technology & Transformation,Technology Solution Architect,PwC,Zürich,2026-03-09 01:06:23+00:00,https://www.jobs.ch/de/stellenangebote/detail/f5763cbe-13b4-4e77-b81c-a9250647fcd9/,jobs.ch,2,1,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Business Controller Industry,Business Development,HUBER+SUHNER AG,Herisau,2026-03-11 03:02:52+00:00,https://www.jobs.ch/de/stellenangebote/detail/b40112c6-aaf3-4a20-8ebe-4e93f1cf73d3/,jobs.ch,5,2,2,2,2,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
ICT-Consultant und Projektleiter/in,Transforming & Managing Digital Business,EBP Schweiz AG,Zürich,2026-03-18 04:02:55+00:00,https://www.jobs.ch/de/stellenangebote/detail/c8bfeba1-6b4c-4b3c-8d18-ab78de2f4340/,jobs.ch,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Supply Chain Controller 100% (w/d/m),Supply Chain & Operations Management,FREITAG lab. ag,Zürich,2026-03-06 11:14:33+00:00,https://www.jobs.ch/de/stellenangebote/detail/7cfbef20-a942-4deb-a486-5a4b25b4f547/,jobs.ch,5,0,2,2,2,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
Tax Consultant in Luzern oder Zug (Graduate),Transforming & Managing Digital Business,Ernst & Young AG,Lucerne,2026-03-09 01:06:25+00:00,https://www.jobs.ch/de/stellenangebote/detail/ce2784b5-907e-4a72-bf2e-4a5624e1daac/,jobs.ch,2,1,1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
Consultant M&A und International Tax (Graduate),Transforming & Managing Digital Business,Ernst & Young AG,Zürich,2026-03-09 01:06:16+00:00,https://www.jobs.ch/de/stellenangebote/detail/8d02ebde-d6f1-4050-aeeb-8a2e39d89ba7/,jobs.ch,2,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Trainee Category Manager (m/w/d) 80-100%,Transforming & Managing Digital Business,Lidl Schweiz AG,Weinfelden,2026-03-04 07:33:18+00:00,https://www.jobs.ch/de/stellenangebote/detail/392d9941-e886-4213-b22a-8c9c31a31faa/,jobs.ch,1,2,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
AI4IT Development Squad Lead 80 - 100% (m/w/d),Transforming & Managing Digital Business,dormakaba Schweiz AG,Rümlang,2026-03-26 15:34:18+00:00,https://www.jobs.ch/de/stellenangebote/detail/08163a5c-ab71-4a7c-a603-58f2d741fccb/,jobs.ch,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
(Senior) Consultant Tax Technology,Transforming & Managing Digital Business,Ernst & Young AG,Basel,2026-03-09 01:07:02+00:00,https://www.jobs.ch/de/stellenangebote/detail/b5dacb39-9ef5-40a2-822f-c6eb2f7d7def/,jobs.ch,3,0,2,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAP Industrie Projektleiter/-in Finanzen und Controlling 80-100%,Technology Solution Architect,Schweizer Salinen AG,Pratteln,2026-03-24 03:02:49+00:00,https://www.jobs.ch/de/stellenangebote/detail/46c6ffc9-b81c-4538-a87c-5b837e6dc8a4/,jobs.ch,4,0,1,0,2,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Juristische Kurzpraktikant:innen | Careers | Baker McKenzie,Transforming & Managing Digital Business,Baker McKenzie Zurich KlG,Zürich,2024-01-12 09:22:50+00:00,https://www.jobs.ch/de/stellenangebote/detail/019b683c-902b-4eb0-9f00-735736bf8372/,jobs.ch,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Junior Controller/in Produktion 100%,Transforming & Managing Digital Business,SPT Roth AG,Lyss,2026-03-13 13:48:57+00:00,https://www.jobs.ch/de/stellenangebote/detail/8b299305-b8bc-49a3-aadb-dd60e5b06f2d/,jobs.ch,3,0,4,2,3,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Bachelor Graduate Regulatory & Risk Reporting,Transforming & Managing Digital Business,LLB – Liechtensteinische Landesbank AG,Vaduz,2026-03-02 11:32:25+00:00,https://www.jobs.ch/de/stellenangebote/detail/4d231fd5-444b-422d-8d95-36893450c594/,jobs.ch,3,0,0,0,4,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Product Lead Sales Operations & CRM,Start-up & Scale-up Entrepreneurship,Brack.Alltron,Mägenwil,2026-03-13 04:02:50+00:00,https://www.jobs.ch/de/stellenangebote/detail/63c79c3f-4e09-4a39-9d51-85f1e4ada3a5/,jobs.ch,5,1,3,1,5,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Nachwuchsführungskraft (a) 100% Mittelland,Transforming & Managing Digital Business,Tchibo (Schweiz) AG,Bern,2025-07-22 08:01:12+00:00,https://www.jobs.ch/de/stellenangebote/detail/361b7136-54ad-45e3-8197-15ec1fd025cf/,jobs.ch,1,0,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
FHNW-Studium PiBS - B.Sc. Studiengang Systemtechnik (m/w/d),Transforming & Managing Digital Business,Penta-Electric AG,Liestal,2024-06-06 08:21:12+00:00,https://www.jobs.ch/de/stellenangebote/detail/54d3b2f9-5bfb-4b1d-b772-884928fe10a7/,jobs.ch,2,2,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Agile/Scrum Master: Berufsprofil,Transforming & Managing Digital Business,SOCIETE GENERALE Private Banking (Suisse) SA,Mon,2024-01-08 14:41:18+00:00,https://www.jobs.ch/de/stellenangebote/detail/26aacd5a-bb05-4558-9a39-ae0a93c29324/,jobs.ch,2,1,2,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Deine Zukunft bei der NKB?,Transforming & Managing Digital Business,Nidwaldner Kantonalbank,Stans,2026-01-05 09:33:26+00:00,https://www.jobs.ch/de/stellenangebote/detail/e22c8af8-1c65-4923-878f-de649c00d6ed/,jobs.ch,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
Solution Engineer (80-100%) m/w/d,Technology Solution Architect,Incore Technology AG,Schlieren,2026-03-27 09:03:40+00:00,https://www.jobs.ch/de/stellenangebote/detail/263b45d1-7f0f-45dc-92f9-f11ef84227ac/,jobs.ch,4,2,2,2,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Senior Projektingenieur für Versorgungstechnik HKLS (m/w/d),Transforming & Managing Digital Business,CRB,Basel,2025-12-19 08:40:50+00:00,https://www.jobs.ch/de/stellenangebote/detail/ea0fc05b-240f-4875-bc4a-aec0972d2f45/,jobs.ch,4,2,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Entwicklung von High Security-Lösungen: spannende Jobs in wachsender Branche,Transforming & Managing Digital Business,CyOne Security AG,Steinhausen,2025-07-21 10:11:09+00:00,https://www.jobs.ch/de/stellenangebote/detail/cdb4907b-0a5a-4fae-9818-b9450d449368/,jobs.ch,2,1,2,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
Service Manager & Support Engineer Microsoft 365 / Power Platform,Technology Solution Architect,Online Consulting AG,Wil SG,2026-03-23 10:27:41+00:00,https://www.jobs.ch/de/stellenangebote/detail/281e8821-952d-49b1-87ba-a70c0867d8e4/,jobs.ch,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Abacus Finance and Power BI Spezialist 80-100% (w/m/d),Technology Solution Architect,LGT Bank AG,Zürich,2026-03-25 10:45:56+00:00,https://www.jobs.ch/de/stellenangebote/detail/b59c59df-f625-4c8d-8914-0ba340210b8b/,jobs.ch,2,1,2,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Product Owner / Projektleiter: in AI (80 – 100%),Start-up & Scale-up Entrepreneurship,CISTEC AG,Zürich,2026-03-04 13:28:30+00:00,https://www.jobs.ch/de/stellenangebote/detail/cc3f752b-2b11-47b4-9fb0-2bb6f14de90a/,jobs.ch,5,0,3,1,2,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Cloud & Infrastructure Engineer,Technology Solution Architect,Leister AG,Kägiswil,2026-03-23 19:32:03+00:00,https://www.jobs.ch/de/stellenangebote/detail/f7ab1373-9f44-48d5-b1ed-b79301d3daab/,jobs.ch,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Projektmanager/in mit Schwerpunkt Wirtschaftsthemen (a),Transforming & Managing Digital Business,Kanton Luzern,Luzern,2026-03-23 16:01:47+00:00,https://www.jobs.ch/de/stellenangebote/detail/ae112b7c-3a53-4b44-8fe1-cc17ab1c9833/,jobs.ch,4,2,3,3,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
Projektleiter (w/m/d),Transforming & Managing Digital Business,Rotzinger AG,Kaiseraugst,2026-02-27 11:31:03+00:00,https://www.jobs.ch/de/stellenangebote/detail/088e695a-3074-4014-a61e-2320d0cf4612/,jobs.ch,3,1,2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DHBW-Studium – B.Sc. Studiengang Elektrotechnik, Fachrichtung Automation (m/w/d)",Transforming & Managing Digital Business,Penta-Electric AG,Liestal,2024-01-06 08:33:51+00:00,https://www.jobs.ch/de/stellenangebote/detail/4166a9ff-ea83-4d32-8a56-0ea9edf62a25/,jobs.ch,3,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
