job_title,mbi_profil,company,location,veroeffentlicht_am,url,quelle,Fachkompetenz_Score,Sozialkompetenz_Score,Methodenkompetenz_Score,Personalkompetenz_Score,Fachdetail_Score,FK_Waren_Produktkenntnisse,FK_Komplexe_Fertigkeiten,FK_Fremdsprachen,FK_Fuehrerschein,FK_Auslandserfahrung,FK_Vertriebserfahrung,FK_Projekterfahrung,FK_EDV_Kenntnisse,FK_Berufsausbildung,FK_Branchenerfahrung,FD_Python,FD_Java,FD_JavaScript_TypeScript,FD_CSharp,FD_SQL,FD_R_Statistik,FD_HTML_CSS,FD_PHP_Ruby_andere,FD_Cloud_AWS_Azure_GCP,FD_Docker_Kubernetes,FD_DevOps_CICD,FD_Data_Science_ML,FD_AI_KI,FD_NLP_LLM,FD_Data_Analysis_BI,FD_Data_Engineering_ETL,FD_SAP,FD_Salesforce,FD_ERP,FD_CRM,FD_MS_Office,FD_Jira_Confluence,FD_Cyber_Security,FD_Datenschutz_DSGVO,FD_UX_UI_Design,FD_API_Webentwicklung,FD_Scraping_Automatisierung,FD_Agile_Scrum,FD_Berufserfahrung_Jahre,SK_Kooperationsfaehigkeit,SK_Verhandlungsgeschick,SK_Durchsetzungsvermoegen,SK_Kritikfaehigkeit,SK_Teamfaehigkeit,SK_Hilfsbereitschaft,SK_Fairness,SK_Kundenorientierung,SK_Vorurteilsfreiheit,SK_Respekt,MK_Konzeptionelle_Staerke,MK_Effektives_Arbeiten,MK_Projektmanagement,MK_Strategieentwicklung,MK_Praesentation,MK_Selbstmanagement,MK_Moderationstechnik,MK_Koordination,MK_Kreatives_Denken,MK_Stressmanagement,PK_Ausstrahlung_Charisma,PK_Aufgeschlossenheit,PK_Unternehmerisches_Denken,PK_Menschenkenntnis,PK_Empathie,PK_Auffassungsgabe,PK_Motivation,PK_Interesse,PK_Belastbarkeit,PK_Entschlossenheit
HR Business Partner / HR Professional (a),Transforming & Managing Digital Business,Stier & Partner GmbH,Zug,2026-03-27 13:03:41+00:00,https://www.jobs.ch/de/stellenangebote/detail/6941cbe6-640c-41b7-8030-8a334ae00d22/,jobs.ch,1,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(Junior) Specialist Verkaufsinnendienst & Partnerwesen DE/FR 100% (m/w/d),Transforming & Managing Digital Business,OBI Bau- und Heimwerkermärkte Systemzentrale (Schweiz) GmbH,Schaffhausen,2026-03-02 14:04:32+00:00,https://www.jobs.ch/de/stellenangebote/detail/ce1f562d-a39f-4120-afb5-98e90ac1d112/,jobs.ch,4,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Junior Bauführer (m/w/d),Transforming & Managing Digital Business,Braumann Tiefbau AG,Neuhausen am Rheinfall,2026-03-25 14:37:19+00:00,https://www.jobs.ch/de/stellenangebote/detail/108bd2f7-cbef-49ae-82f3-1ce39aacf193/,jobs.ch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manager – Treuhand / Business Tax – Tax & Legal,Transforming & Managing Digital Business,Deloitte AG,Bern,2026-03-03 06:02:44+00:00,https://www.jobs.ch/de/stellenangebote/detail/9228c3f1-e082-4de8-88eb-99f7e4e16ce3/,jobs.ch,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Koordinator/-in Risikomanagement Bund und Business Continuity Management,Transforming & Managing Digital Business,Bundesverwaltung,Bern,2026-03-04 04:02:53+00:00,https://www.jobs.ch/de/stellenangebote/detail/ffd4cb39-4469-4b27-8874-dc24512635aa/,jobs.ch,3,3,4,2,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
Mitarbeiter:in IT First Level Support (70 – 100 %) – Fokus Anwender-Support & Infrastruktur,Transforming & Managing Digital Business,Ortho-Team AG,Bern,2026-03-30 14:23:08+00:00,https://www.jobs.ch/de/stellenangebote/detail/2cab787b-722f-4c7f-84c2-928df383d572/,jobs.ch,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Elektroprojektleiter Betrieb und Infrastruktur (80-100%),Transforming & Managing Digital Business,Stier & Partner GmbH,Zug,2026-03-18 15:33:43+00:00,https://www.jobs.ch/de/stellenangebote/detail/fd89f01f-a9fb-4c0a-b510-b59932d84c83/,jobs.ch,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Departementsmanagerin/​ Departementsmanager Psychosomatische Medizin und Psychotherapie (a),Transforming & Managing Digital Business,Barmelweid Gruppe AG,Barmelweid,2026-03-10 09:37:31+00:00,https://www.jobs.ch/de/stellenangebote/detail/cf67cd88-c232-4ab7-9c15-28b81f09307c/,jobs.ch,4,0,2,3,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
Projektleiter/in Verkehrs- und Mobilitätsplanung 80 %,Transforming & Managing Digital Business,Stadt Schlieren,(unbekannt),2026-03-10 17:02:34+00:00,https://www.jobs.ch/de/stellenangebote/detail/4b79e79a-870a-49b3-8bf5-54b58d586393/,jobs.ch,2,1,4,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0
Projektentwickler/in und Projektleiter/in für Solarstrom (60-100%),Technology Solution Architect,ADEV Energiegenossenschaft,Liestal,2026-03-30 09:23:13+00:00,https://www.jobs.ch/de/stellenangebote/detail/ec00ec8b-54ef-44a6-a8a5-e61820198a5a/,jobs.ch,5,1,2,3,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0
Junior/Professional Abacus Consultant  Finanzen u/o Personal (a) 60-100%,Technology Solution Architect,Consult & Pepper AG,Sursee,2026-03-30 04:06:59+00:00,https://www.jobs.ch/de/stellenangebote/detail/36c9dda8-086a-4bef-bfbc-be4ea3700603/,jobs.ch,2,2,3,4,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0
Junior Buyer CH - Ovomaltine & Caotina (w/m/d) 80 -100%,Transforming & Managing Digital Business,Wander AG,Neuenegg,2026-03-31 01:00:00+00:00,https://www.jobs.ch/de/stellenangebote/detail/d8fbc502-5aea-48c8-8f01-03f2d67c7dc9/,jobs.ch,6,2,3,3,2,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0
Head of Key Account Management & Commercial Operations 100% (m/w/d),Supply Chain & Operations Management,Krüger Schweiz AG,Zürich,2026-03-04 06:20:29+00:00,https://www.jobs.ch/de/stellenangebote/detail/82949a89-ef26-4fe2-ab5c-2360705db289/,jobs.ch,4,3,4,5,2,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,1
Lehrpersonen für die Fachbereiche Französisch und/oder Deutsch,Transforming & Managing Digital Business,Wirtschaftsschule KV Zürich,Zürich,2026-03-31 09:38:20+00:00,https://www.jobs.ch/de/stellenangebote/detail/b4662cad-7e3c-4691-8533-04b5339da168/,jobs.ch,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Business Controller, 100% (m/w/d)",Business Development,Albert Spiess - ORIOR Food AG,Schiers,2026-03-12 03:03:20+00:00,https://www.jobs.ch/de/stellenangebote/detail/d8ed9ecc-4f2a-4f53-b7a4-134f08d4d239/,jobs.ch,1,3,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
Incident- und Problem Manager/-in,Transforming & Managing Digital Business,Bundesverwaltung,Zollikofen,2026-03-16 04:02:54+00:00,https://www.jobs.ch/de/stellenangebote/detail/509da9fb-fc66-4d72-adc2-a1e85c99b758/,jobs.ch,1,1,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0
Projekt- und Teamleiter*in Automation Development,Transforming & Managing Digital Business,PackSys Global AG,Rüti ZH,2026-03-10 14:29:10+00:00,https://www.jobs.ch/de/stellenangebote/detail/c712e87c-acd3-4f8d-b49d-b89a9ba64e49/,jobs.ch,6,3,2,2,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Business Application Support Specialist (a),Technology Solution Architect,Pilatus Flugzeugwerke AG,Stans,2026-03-26 04:02:53+00:00,https://www.jobs.ch/de/stellenangebote/detail/72fc5522-d638-4576-969a-125b205a2c1b/,jobs.ch,2,1,2,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Microsoft Dynamics CRM Developer (all genders),Technology Solution Architect,adesso Schweiz AG,Schweiz,2026-02-28 02:00:00+00:00,https://www.jobs.ch/de/stellenangebote/detail/fbf66309-a409-443e-afe6-47ee791c417e/,jobs.ch,4,0,0,0,4,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Spezialist:in Real Estate Advisory (80% - 100%), BLKB Fund Management AG",Transforming & Managing Digital Business,Basellandschaftliche Kantonalbank,Binningen,2026-03-17 17:32:52+00:00,https://www.jobs.ch/de/stellenangebote/detail/5942d138-aca3-43aa-a49d-8e58eeb820e6/,jobs.ch,2,1,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Projektleiter/in Trinkwasser und Abwasser,Transforming & Managing Digital Business,EBP Schweiz AG,Zürich,2026-03-28 04:02:47+00:00,https://www.jobs.ch/de/stellenangebote/detail/12435a36-2611-47f5-b01d-e0d1cd48c2f8/,jobs.ch,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Bereichsleiter/-in Lagerlogistik und Transport 100 %,Supply Chain & Operations Management,Nettis&Company AG,Aargau,2026-03-25 13:33:30+00:00,https://www.jobs.ch/de/stellenangebote/detail/daa6d2be-5778-4b30-a0d7-55913a7bd4b4/,jobs.ch,1,0,2,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
Abacus und Financial Consultant,Technology Solution Architect,esolva ag,"Weinfelden, Landquart, St. Gallen, Mägenwil",2026-03-10 15:03:39+00:00,https://www.jobs.ch/de/stellenangebote/detail/735d32c3-6395-41bc-8c73-cd731fa2b24a/,jobs.ch,1,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Technischer IT-Projektleiter/in Business Applikationen 100% (m/w/d),Transforming & Managing Digital Business,Mercedes-Benz Schweiz AG,Schlieren,2026-03-11 15:41:03+00:00,https://www.jobs.ch/de/stellenangebote/detail/d54a6370-bc0c-4906-b17e-95fbb62d26af/,jobs.ch,7,1,1,2,3,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Auftragssteurer-/in Bereitstellung und Betrieb,Transforming & Managing Digital Business,Bundesverwaltung,Mels,2026-03-13 04:02:48+00:00,https://www.jobs.ch/de/stellenangebote/detail/350cbf3b-ebd0-441f-b550-fa059dccd06d/,jobs.ch,3,2,4,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JUNIOR ACCOUNTANT (80 - 100%) (M/W/D),Transforming & Managing Digital Business,Interholco AG,Baar,2026-03-13 10:34:29+00:00,https://www.jobs.ch/de/stellenangebote/detail/80875036-a4bd-4af2-8405-98bc09b49426/,jobs.ch,2,2,1,4,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0
ERP-Consultant Fachrichtung Zeiterfassung und Spesenmanagement (60% -100%),Technology Solution Architect,Customize AG,Winterthur,2026-03-02 11:24:01+00:00,https://www.jobs.ch/de/stellenangebote/detail/9b5cc4eb-b3ec-4248-8e89-f0ed5165beec/,jobs.ch,2,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Digital Media Consultant (m/w/d),Digital Channel & CRM,WPP Media,Zürich,2026-02-24 10:02:38+00:00,https://www.jobs.ch/de/stellenangebote/detail/e4d2223a-5e71-474d-a3a6-410648ff159e/,jobs.ch,4,1,4,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Junior Procurement Manager CH-F,Supply Chain & Operations Management,Gisler Systems AG,Urdorf,2026-02-18 06:05:41+00:00,https://www.jobs.ch/de/stellenangebote/detail/32c53463-c771-4486-a85f-3bb5acb6b31a/,jobs.ch,4,0,2,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
PAS Consultant Swiss Individual Tax Zurich (Graduate),Transforming & Managing Digital Business,Ernst & Young AG,Zurich,2026-03-09 01:06:51+00:00,https://www.jobs.ch/de/stellenangebote/detail/921cfb41-a0c9-4c71-b938-a289547624f9/,jobs.ch,2,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Junior Projektingenieur:in Leitungsbau PLS-CADD 80-100% - Zürich,Transforming & Managing Digital Business,AFRY Schweiz AG,Zürich,2026-03-24 14:46:12+00:00,https://www.jobs.ch/de/stellenangebote/detail/925ed7a3-658b-43d5-874c-1b1e84194e2d/,jobs.ch,2,2,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Specialist IT Business Applications Finance SAP (w/m/d),Technology Solution Architect,Calida AG,Oberkirch,2026-03-13 15:04:17+00:00,https://www.jobs.ch/de/stellenangebote/detail/045aa52e-9a06-4b66-a8b7-1319cb83b8d0/,jobs.ch,5,3,3,1,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Chemiker als (Junior-) Projektleiter Prozessvalidierung (m/w/d),Transforming & Managing Digital Business,Dottikon Exclusive Synthesis AG,Dottikon,2026-03-11 17:16:06+00:00,https://www.jobs.ch/de/stellenangebote/detail/b3659fb1-a4a3-4a2a-bc1e-b0010de73950/,jobs.ch,4,1,3,2,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
Business Unit Controller (m/w/d) REF279962P,Transforming & Managing Digital Business,Bosch Group – sia Abrasives Industries AG,Frauenfeld,2026-03-06 11:03:08+00:00,https://www.jobs.ch/de/stellenangebote/detail/8b7acd8c-3a3f-4962-8064-5af53186ea80/,jobs.ch,4,3,3,2,2,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Business Application Manager - ERP Infor COM (m/w/d) 100%,Technology Solution Architect,Assa Abloy (Schweiz) AG,Richterswil,2026-03-23 06:32:40+00:00,https://www.jobs.ch/de/stellenangebote/detail/1bf8a639-48cf-40c8-94bf-9eca16a59066/,jobs.ch,2,2,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Junior Facility Manager:in,Supply Chain & Operations Management,Equans Switzerland AG,Zug,2026-03-19 17:32:53+00:00,https://www.jobs.ch/de/stellenangebote/detail/41372361-5ca9-49ea-9442-f4dedbf068b2/,jobs.ch,2,2,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
Junior Programmierer – 100%,Technology Solution Architect,WEALTH INVESTMENT NETWORK - WENET AG,Pfäffikon SZ,2026-03-20 14:11:55+00:00,https://www.jobs.ch/de/stellenangebote/detail/460a423a-e25c-48ad-9432-d1f8f81696cb/,jobs.ch,4,0,1,1,3,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Junior Sachbearbeiter Projekte (m/w/d) 100 %,Transforming & Managing Digital Business,OSCAR FÄH AG,Oberbüren,2026-03-12 13:34:16+00:00,https://www.jobs.ch/de/stellenangebote/detail/1034a266-a2da-4b84-9adb-28e1b3c724a4/,jobs.ch,4,0,2,0,2,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Specialist Identity and Access Management (all genders),Transforming & Managing Digital Business,AXA,Winterthur / Smart Working,2026-03-24 04:02:50+00:00,https://www.jobs.ch/de/stellenangebote/detail/fd5f2ff6-9795-4b47-ad4a-841b3d044640/,jobs.ch,3,2,4,2,5,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Order Management & Export Sachbearbeiter 80-100% (m/w/d),Transforming & Managing Digital Business,Xovis AG,Zollikofen,2026-03-16 18:40:15+00:00,https://www.jobs.ch/de/stellenangebote/detail/640d16cb-cbde-4ddb-b977-ff8ad0de6ad0/,jobs.ch,5,1,3,4,2,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0
Fachspezialist/-in Finanzen und Konsolidierung 80 – 100 %,Transforming & Managing Digital Business,ETH-Rat,Zürich,2026-03-16 14:03:27+00:00,https://www.jobs.ch/de/stellenangebote/detail/e9a7234b-4af0-47dd-8433-a622db019f4d/,jobs.ch,2,1,1,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Junior Controller/-in 80-100%,Transforming & Managing Digital Business,Senevita,Muri BE,2026-03-06 16:03:57+00:00,https://www.jobs.ch/de/stellenangebote/detail/6f62e8eb-4754-4f32-a328-090cd87435ab/,jobs.ch,3,0,2,1,3,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ERP-Consultant Fachrichtung Lohn und HR (60% -100%),Technology Solution Architect,Customize AG,Winterthur,2026-03-02 11:23:35+00:00,https://www.jobs.ch/de/stellenangebote/detail/18169932-b199-40b1-94b2-f17fd2d5d27b/,jobs.ch,2,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Junior Controller (w/m) 100%,Transforming & Managing Digital Business,Komax Group,6036 Dierikon,2026-03-20 19:02:35+00:00,https://www.jobs.ch/de/stellenangebote/detail/6d9f0ebc-71c0-4c1a-8166-c0ef26090f1d/,jobs.ch,3,1,2,2,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Sales and Solution Consultant 100% (m/w/d),Business Development,Ferag AG,Hinwil,2026-03-17 13:33:10+00:00,https://www.jobs.ch/de/stellenangebote/detail/d7ecb3f8-2846-4170-870e-76f15824b376/,jobs.ch,6,4,4,4,2,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1
Betriebsinformatikerin/Betriebsinformatiker mit Fokus IT Service Management (w/m/d),Technology Solution Architect,LANDI Schweiz AG,Dotzigen,2026-03-26 04:03:00+00:00,https://www.jobs.ch/de/stellenangebote/detail/c5beae2f-43ff-428c-9f20-5d0944976632/,jobs.ch,3,2,6,2,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0
