Startup_Name,Industry,Sub_Industry,Business_Model_Type,Tech_Keywords,Year,Funding_Amount,Funding_Round,Investor_Type,Investor_Names,Country,Founding_Year,Investment_Stage,Valuation,Exit_Type,Startup_Stage,Data_Source
Palto,HEALTHCARE,,Unknown,"Biotech, IoT, Mobility, Healthtech, AR/VR",2023.0,150.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2023.0,Seed,,,Active,Venturekick
PeriVision,MOBILITY,,Unknown,"Mobility, AR/VR",2023.0,,Seed,Accelerator/Grant,,Switzerland,2023.0,Seed,,,Active,Venturekick
Planeto,CLEANTECH,,Unknown,"AI, Mobility, Cleantech, AR/VR",2023.0,150.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2023.0,Seed,,,Active,Venturekick
Plantbased,AGTECH,,Unknown,AR/VR,2023.0,,Pre-Seed,Accelerator/Grant,,Switzerland,2023.0,Pre-Seed,,,Active,Venturekick
Pregnolia,MOBILITY,,Unknown,"Mobility, AR/VR",2023.0,2.2M CHF,Funding Round,Accelerator/Grant,,Switzerland,2023.0,Series A,,,Active,Venturekick
Procavea,HEALTHCARE,,B2B,"SaaS, Biotech, IoT, Logistics",2023.0,150.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2023.0,Seed,,,Active,Venturekick
QualySense,AGTECH,,Unknown,"AI, Biotech, IoT, AR/VR",2023.0,,Undisclosed,Accelerator/Grant,,Switzerland,2023.0,Early Stage,,,Active,Venturekick
REMA,CLEANTECH,,Unknown,Manufacturing,2023.0,150.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2023.0,Seed,,,Active,Venturekick
Rapidata,AI/ML,,Unknown,"AI, AR/VR, Cloud, Analytics",2023.0,1.5M CHF,Funding Round,Accelerator/Grant,,Switzerland,2023.0,Series A,,,Active,Venturekick
Recolony,MOBILITY,,Unknown,"Mobility, Healthtech, AR/VR",2023.0,150.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2023.0,Seed,,,Active,Venturekick
RefFIT,MOBILITY,,Unknown,Mobility,2023.0,150.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2023.0,Seed,,,Active,Venturekick
Robotics,AI/ML,,Unknown,"AI, Robotics, AR/VR",2023.0,1.2M CHF,Seed,Accelerator/Grant,,Switzerland,2023.0,Seed,,,Active,Venturekick
SAEKI,INDUSTRIALS,,Unknown,"Mobility, Robotics, AR/VR, Manufacturing",2023.0,2.3M USD,Funding Round,Accelerator/Grant,,Switzerland,2023.0,Series A,,,Active,Venturekick
SWISSto12s,AEROSPACE,,Unknown,AR/VR,2023.0,,Undisclosed,Accelerator/Grant,,Switzerland,2023.0,Early Stage,,,Active,Venturekick
Scailyte,AI/ML,,Unknown,AI,2023.0,8.0M USD,Series A,VC Fund,,Switzerland,2023.0,Series A,,,Active,Venturekick
Scewo,AI/ML,,Unknown,AI,2023.0,9.2M CHF,Series A,VC Fund,,Switzerland,2023.0,Series A,,,Active,Venturekick
Secures,MOBILITY,,Unknown,"AI, Mobility",2023.0,1.2M CHF,Undisclosed,Accelerator/Grant,,Switzerland,2023.0,Series A,,,Active,Venturekick
Seervision,B2B,,B2B,,2023.0,,Undisclosed,Accelerator/Grant,,Switzerland,2023.0,Early Stage,,,Active,Venturekick
SolidWatts,CLEANTECH,,Unknown,"AI, Cleantech",2023.0,150.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2023.0,Seed,,,Active,Venturekick
Startups,MOBILITY,,Unknown,"AI, Mobility, AR/VR",2023.0,,Undisclosed,Accelerator/Grant,,Switzerland,2023.0,Early Stage,,,Active,Venturekick
Startups,HEALTHCARE,,Unknown,"AI, Mobility, Robotics, AR/VR, Analytics",2023.0,10.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2023.0,Pre-Seed,,,Active,Venturekick
Startups,CLEANTECH,,Unknown,"Biotech, IoT, Mobility, Cleantech, AR/VR",2023.0,10.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2023.0,Pre-Seed,,,Active,Venturekick
Startups,MOBILITY,,Unknown,"Mobility, Healthtech, AR/VR",2023.0,10.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2023.0,Pre-Seed,,,Active,Venturekick
Startups,HEALTHCARE,,Unknown,"AI, Healthtech, AR/VR, Logistics",2023.0,10.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2023.0,Pre-Seed,,,Active,Venturekick
Startups,HEALTHCARE,,Unknown,"AI, Biotech, IoT, Mobility, Healthtech, AR/VR, Analytics, AgTech",2023.0,10.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2023.0,Pre-Seed,,,Active,Venturekick
Startups,HEALTHCARE,,B2B,"AI, SaaS, Mobility, Healthtech, AR/VR",2023.0,10.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2023.0,Pre-Seed,,,Active,Venturekick
Startups,HEALTHCARE,,Unknown,"AI, Mobility, Healthtech, Cleantech, AR/VR, Manufacturing, Logistics",2023.0,10.0K CHF,Funding Round,Accelerator/Grant,,Switzerland,2023.0,Pre-Seed,,,Active,Venturekick
Startups,HEALTHCARE,,Unknown,"AI, Mobility, Healthtech, Robotics, AR/VR",2023.0,10.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2023.0,Pre-Seed,,,Active,Venturekick
Startups,HEALTHCARE,,Unknown,"AI, Biotech, IoT, Mobility, AR/VR",2023.0,10.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2023.0,Pre-Seed,,,Active,Venturekick
Startups,HEALTHCARE,,Unknown,"AI, Biotech, IoT, Mobility, AR/VR, Analytics",2023.0,10.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2023.0,Pre-Seed,,,Active,Venturekick
Startups,MOBILITY,,Unknown,"Mobility, Healthtech, AR/VR",2023.0,10.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2023.0,Pre-Seed,,,Active,Venturekick
Startups,HEALTHCARE,,Unknown,"Biotech, IoT, Mobility, Healthtech, Cleantech, AR/VR",2023.0,10.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2023.0,Pre-Seed,,,Active,Venturekick
Startups,MOBILITY,,Unknown,"Biotech, IoT, Mobility, Cleantech, AR/VR, Analytics",2023.0,10.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2023.0,Pre-Seed,,,Active,Venturekick
Startups,HEALTHCARE,,Unknown,"AI, Mobility, Healthtech, AR/VR, Manufacturing",2023.0,10.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2023.0,Pre-Seed,,,Active,Venturekick
Startups,CLEANTECH,,Unknown,"Mobility, AR/VR, Manufacturing",2023.0,10.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2023.0,Pre-Seed,,,Active,Venturekick
Startups,HEALTHCARE,,Unknown,"Biotech, IoT, Mobility, Healthtech, Robotics, AR/VR, Analytics",2023.0,10.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2023.0,Pre-Seed,,,Active,Venturekick
Swiss,HEALTHCARE,,Unknown,"Biotech, IoT",2023.0,,Undisclosed,Accelerator/Grant,,Switzerland,2023.0,Early Stage,,,Active,Venturekick
Swiss,MOBILITY,,Unknown,"AI, Mobility, Robotics, AR/VR, Cybersecurity",2023.0,4.3M USD,Undisclosed,Accelerator/Grant,,Switzerland,2023.0,Series B,,,Active,Venturekick
Swiss,HEALTHCARE,,Unknown,"AI, AR/VR, EdTech",2023.0,4.5M CHF,Series B2,VC Fund,,Switzerland,2023.0,Series B,,,Active,Venturekick
Swiss,B2B,,B2B,AR/VR,2023.0,,Undisclosed,Accelerator/Grant,,Switzerland,2023.0,Early Stage,,,Active,Venturekick
SynSense,B2B,,B2B,,2023.0,,Undisclosed,Accelerator/Grant,,Switzerland,2023.0,Early Stage,,,Active,Venturekick
SynSense,AI/ML,,Unknown,"AI, IoT, AR/VR, Manufacturing",2023.0,10.0M USD,Undisclosed,Accelerator/Grant,,Switzerland,2023.0,Series C,,,Active,Venturekick
TOP,B2B,,B2B,AR/VR,2023.0,,Venture Kick Grant,Accelerator/Grant,Venture Kick,Switzerland,2023.0,Pre-Seed,,,Active,Venturekick
Tandem,HEALTHCARE,,Unknown,AI,2023.0,150.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2023.0,Seed,,,Active,Venturekick
Tethys,INDUSTRIALS,,Unknown,Robotics,2023.0,150.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2023.0,Seed,,,Active,Venturekick
Therapeutics,HEALTHCARE,,Unknown,"AI, Mobility",2023.0,150.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2023.0,Seed,,,Active,Venturekick
Tinamu,B2B,,B2B,Robotics,2023.0,1.0M CHF,Funding Round,Accelerator/Grant,,Switzerland,2023.0,Series A,,,Active,Venturekick
Transcality,B2B,,B2B,,2023.0,150.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2023.0,Seed,,,Active,Venturekick
Transforming,AI/ML,,Unknown,"AI, Analytics",2023.0,3.4M USD,Undisclosed,Accelerator/Grant,,Switzerland,2023.0,Series B,,,Active,Venturekick
TreaTech,CLEANTECH,,Unknown,"Mobility, Cleantech, Manufacturing",2023.0,9.0M CHF,Series A,VC Fund,,Switzerland,2023.0,Series A,,,Active,Venturekick
Tremor,B2B,"ENGINEERING, PRODUCT AND DESIGN",B2B,,2023.0,,,Accelerator,Y Combinator,Switzerland,2023.0,Seed,,,Active,Y Combinator
UniSieve,CLEANTECH,,Unknown,"Mobility, Cleantech, AR/VR",2023.0,5.5M USD,Undisclosed,Accelerator/Grant,,Switzerland,2023.0,Series B,,,Active,Venturekick
Unisers,MOBILITY,,Unknown,"Mobility, Manufacturing",2023.0,14.0M USD,Undisclosed,Accelerator/Grant,,Switzerland,2023.0,Series C,,,Active,Venturekick
Univerbal,EDUCATION,,Unknown,,2023.0,,,Accelerator,Y Combinator,Switzerland,2023.0,Seed,,,Active,Y Combinator
Vamoz,B2B,,B2B,,2023.0,150.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2023.0,Seed,,,Active,Venturekick
Xsensio,B2B,,B2B,,2023.0,,Funding Round,Accelerator/Grant,,Switzerland,2023.0,Early Stage,,,Active,Venturekick
YASAI,AI/ML,,Unknown,AI,2023.0,,Funding Round,Accelerator/Grant,,Switzerland,2023.0,Early Stage,,,Active,Venturekick
Z,CONSUMER,,B2C,,2023.0,,,Accelerator,Y Combinator,Switzerland,2023.0,Seed,,,Active,Y Combinator
ZuriMED,MOBILITY,,Unknown,Mobility,2023.0,14.5M CHF,Series A,VC Fund,,Switzerland,2023.0,Series A,,,Active,Venturekick
Zurich,INDUSTRIALS,,Unknown,"Mobility, Cleantech, Robotics, AR/VR",2023.0,1.5M CHF,Undisclosed,Accelerator/Grant,,Switzerland,2023.0,Series A,,,Active,Venturekick
AMC,MOBILITY,,B2B,"SaaS, Mobility",2022.0,10.0M CHF,Funding Round,Accelerator/Grant,,Switzerland,2022.0,Series C,,,Active,Venturekick
ASPIVIX,B2B,,B2B,AR/VR,2022.0,5.0M USD,Series A+,VC Fund,,Switzerland,2022.0,Series A,,,Active,Venturekick
Adaptyv,HEALTHCARE,,Unknown,"AI, Biotech, IoT, AR/VR, Analytics",2022.0,2.5M USD,Undisclosed,Accelerator/Grant,,Switzerland,2022.0,Series A,,,Active,Venturekick
Adiposs,HEALTHCARE,,Unknown,"AI, Healthtech, AR/VR, Manufacturing",2022.0,1.8M CHF,Undisclosed,Accelerator/Grant,,Switzerland,2022.0,Series A,,,Active,Venturekick
Agrotech,AI/ML,,Unknown,"AI, AR/VR",2022.0,,Seed,Accelerator/Grant,,Switzerland,2022.0,Seed,,,Active,Venturekick
Akina,HEALTHCARE,,Unknown,"Mobility, Healthtech, AR/VR",2022.0,1.6M CHF,Pre-Seed,Accelerator/Grant,,Switzerland,2022.0,Pre-Seed,,,Active,Venturekick
Akina,HEALTHCARE,,Unknown,"Healthtech, AR/VR",2022.0,150.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2022.0,Seed,,,Active,Venturekick
Alithea,HEALTHCARE,,Unknown,"AI, Biotech, IoT",2022.0,1.0M CHF,Seed,Accelerator/Grant,,Switzerland,2022.0,Seed,,,Active,Venturekick
Almer,MOBILITY,,Unknown,"Mobility, AR/VR",2022.0,150.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2022.0,Seed,,,Active,Venturekick
Altoida,SAAS,,B2B,"AI, SaaS",2022.0,20.3M USD,Series A,VC Fund,,Switzerland,2022.0,Series A,,,Active,Venturekick
Alums,B2B,,B2B,AR/VR,2022.0,,Venture Kick Grant,Accelerator/Grant,Venture Kick,Switzerland,2022.0,Pre-Seed,,,Active,Venturekick
Araris,HEALTHCARE,,Unknown,"Biotech, IoT, AR/VR",2022.0,24.0M USD,Funding Round,Accelerator/Grant,,Switzerland,2022.0,Series C,,,Active,Venturekick
Artiria,HEALTHCARE,,Unknown,"AI, Healthtech, AR/VR",2022.0,3.8M CHF,Undisclosed,Accelerator/Grant,,Switzerland,2022.0,Series B,,,Active,Venturekick
Aukera,HEALTHCARE,,Unknown,,2022.0,150.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2022.0,Seed,,,Active,Venturekick
Ava,HEALTHCARE,,Unknown,Healthtech,2022.0,,Undisclosed,Accelerator/Grant,,Switzerland,2022.0,Early Stage,,,Active,Venturekick
Avelo,HEALTHCARE,,Unknown,"Mobility, Healthtech",2022.0,2.2M CHF,Funding Round,Accelerator/Grant,,Switzerland,2022.0,Series A,,,Active,Venturekick
Avelo,MOBILITY,,Unknown,Mobility,2022.0,150.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2022.0,Seed,,,Active,Venturekick
BLKB,FINTECH,,Unknown,"Fintech, AR/VR",2022.0,,Undisclosed,Accelerator/Grant,,Switzerland,2022.0,Early Stage,,,Active,Venturekick
Bcomp,MOBILITY,,Unknown,Mobility,2022.0,32.0M CHF,Series B,VC Fund,,Switzerland,2022.0,Series B,,,Active,Venturekick
Beekeeper,AI/ML,,Unknown,AI,2022.0,50.0M USD,Undisclosed,Accelerator/Grant,,Switzerland,2022.0,Growth,,,Active,Venturekick
BioVersys,HEALTHCARE,,Unknown,"Mobility, Healthtech",2022.0,24.2M CHF,Funding Round,Accelerator/Grant,,Switzerland,2022.0,Series C,,,Active,Venturekick
Biosimo,CLEANTECH,,Unknown,"AI, Cleantech, Logistics",2022.0,150.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2022.0,Seed,,,Active,Venturekick
Bottneuro,MOBILITY,,Unknown,Mobility,2022.0,4.0M CHF,Undisclosed,Accelerator/Grant,,Switzerland,2022.0,Series B,,,Active,Venturekick
CASUS,AI/ML,,Unknown,"AI, AR/VR",2022.0,,Pre-Seed,Accelerator/Grant,,Switzerland,2022.0,Pre-Seed,,,Active,Venturekick
CTsystems,B2B,,B2B,,2022.0,,Undisclosed,Accelerator/Grant,,Switzerland,2022.0,Early Stage,,,Active,Venturekick
Celebrating,B2B,,B2B,AR/VR,2022.0,,Venture Kick Grant,Accelerator/Grant,Venture Kick,Switzerland,2022.0,Pre-Seed,,,Active,Venturekick
Cerrion,INDUSTRIALS,,Unknown,,2022.0,,,Accelerator,Y Combinator,Switzerland,2022.0,Seed,,,Active,Y Combinator
Climeworks,AI/ML,,Unknown,AI,2022.0,600.0M CHF,Funding Round,Accelerator/Grant,,Switzerland,2022.0,Growth,,,Active,Venturekick
Colorectal,HEALTHCARE,,Unknown,Healthtech,2022.0,40.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2022.0,Pre-Seed,,,Active,Venturekick
Composite,B2B,,B2B,,2022.0,150.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2022.0,Seed,,,Active,Venturekick
Corintis,HEALTHCARE,,B2B,"Biotech, IoT",2022.0,150.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2022.0,Seed,,,Active,Venturekick
Correntics,CLEANTECH,,Unknown,"AI, Cleantech, Analytics, Logistics",2022.0,150.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2022.0,Seed,,,Active,Venturekick
Cultivated,HEALTHCARE,,Unknown,"AI, Biotech, IoT",2022.0,150.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2022.0,Seed,,,Active,Venturekick
Cultivated,AGTECH,,Unknown,"AI, Mobility, AR/VR",2022.0,1.5M USD,Pre-Seed,Accelerator/Grant,,Switzerland,2022.0,Pre-Seed,,,Active,Venturekick
Daphne,CLEANTECH,,Unknown,"AI, Mobility, Cleantech",2022.0,3.0M CHF,Undisclosed,Accelerator/Grant,,Switzerland,2022.0,Series B,,,Active,Venturekick
Daphne,AI/ML,,Unknown,AI,2022.0,4.0M CHF,Undisclosed,Accelerator/Grant,,Switzerland,2022.0,Series B,,,Active,Venturekick
Depsys,CLEANTECH,,Unknown,Cleantech,2022.0,,Undisclosed,Accelerator/Grant,,Switzerland,2022.0,Early Stage,,,Active,Venturekick
Distalmotion,AI/ML,,Unknown,"AI, Robotics",2022.0,90.0M USD,Undisclosed,Accelerator/Grant,,Switzerland,2022.0,Growth,,,Active,Venturekick
Drug,SAAS,,B2B,"AI, SaaS, AR/VR",2022.0,40.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2022.0,Pre-Seed,,,Active,Venturekick
EPFL,B2B,,B2B,AR/VR,2022.0,1.2M CHF,Undisclosed,Accelerator/Grant,,Switzerland,2022.0,Series A,,,Active,Venturekick
ERP,MOBILITY,,Unknown,"AI, Mobility, AR/VR",2022.0,2.0M CHF,Undisclosed,Accelerator/Grant,,Switzerland,2022.0,Series A,,,Active,Venturekick
Edtech,EDUCATION,,Unknown,"AI, Biotech, IoT, AR/VR, EdTech",2022.0,1.3M CHF,Undisclosed,Accelerator/Grant,,Switzerland,2022.0,Series A,,,Active,Venturekick
Enlightra,INDUSTRIALS,,Unknown,,2022.0,,,Accelerator,Y Combinator,Switzerland,2022.0,Seed,,,Active,Y Combinator
EraCal,HEALTHCARE,,Unknown,AR/VR,2022.0,,Undisclosed,Accelerator/Grant,,Switzerland,2022.0,Early Stage,,,Active,Venturekick
Exnaton,CLEANTECH,,Unknown,Cleantech,2022.0,,Funding Round,Accelerator/Grant,,Switzerland,2022.0,Early Stage,,,Active,Venturekick
FGen,SAAS,,B2B,SaaS,2022.0,,Undisclosed,Accelerator/Grant,,Switzerland,2022.0,Early Stage,,,Active,Venturekick
FimmCyte,B2B,,B2B,,2022.0,150.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2022.0,Seed,,,Active,Venturekick
Fixposition,B2B,,B2B,,2022.0,,Seed,Accelerator/Grant,,Switzerland,2022.0,Seed,,,Active,Venturekick
Flyability,MOBILITY,,Unknown,"Mobility, Robotics",2022.0,15.0M CHF,Undisclosed,Accelerator/Grant,,Switzerland,2022.0,Series C,,,Active,Venturekick
Flybotix,B2B,,B2B,Robotics,2022.0,5.5M CHF,Undisclosed,Accelerator/Grant,,Switzerland,2022.0,Series B,,,Active,Venturekick
Galventa,B2B,,B2B,,2022.0,150.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2022.0,Seed,,,Active,Venturekick
Going,CLEANTECH,,Unknown,,2022.0,,Undisclosed,Accelerator/Grant,,Switzerland,2022.0,Early Stage,,,Active,Venturekick
Groam,AI/ML,,Unknown,AI,2022.0,150.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2022.0,Seed,,,Active,Venturekick
HAYA,B2B,,B2B,,2022.0,5.0M USD,Seed,Accelerator/Grant,,Switzerland,2022.0,Seed,,,Active,Venturekick
INERGIO,B2B,,B2B,,2022.0,1.25M CHF,Pre-Seed,Accelerator/Grant,,Switzerland,2022.0,Pre-Seed,,,Active,Venturekick
Imverse,AI/ML,,Unknown,AI,2022.0,4.8M USD,Undisclosed,Accelerator/Grant,,Switzerland,2022.0,Series B,,,Active,Venturekick
Industrielle,B2B,,B2B,,2022.0,,Undisclosed,Accelerator/Grant,,Switzerland,2022.0,Early Stage,,,Active,Venturekick
InfraScreen,CLEANTECH,,Unknown,"Cleantech, AR/VR",2022.0,1.5M USD,Undisclosed,Accelerator/Grant,,Switzerland,2022.0,Series A,,,Active,Venturekick
Insolight,CLEANTECH,,Unknown,"Cleantech, AR/VR",2022.0,4.85M CHF,Undisclosed,Accelerator/Grant,,Switzerland,2022.0,Series B,,,Active,Venturekick
Invasight,AI/ML,,Unknown,AI,2022.0,4.5M CHF,Seed,Accelerator/Grant,,Switzerland,2022.0,Seed,,,Active,Venturekick
Isochronic,INDUSTRIALS,,Unknown,"Mobility, Robotics, AR/VR, Manufacturing",2022.0,2.0M CHF,Seed,Accelerator/Grant,,Switzerland,2022.0,Seed,,,Active,Venturekick
KOMPACT,MOBILITY,,Unknown,"Mobility, AR/VR",2022.0,,Funding Round,Accelerator/Grant,,Switzerland,2022.0,Early Stage,,,Active,Venturekick
Koa,AI/ML,,Unknown,"AI, AR/VR, Manufacturing",2022.0,10.0M USD,Undisclosed,Accelerator/Grant,,Switzerland,2022.0,Series C,,,Active,Venturekick
Lumendo,B2B,,B2B,,2022.0,,Funding Round,Accelerator/Grant,,Switzerland,2022.0,Early Stage,,,Active,Venturekick
Lumendo,HEALTHCARE,,B2B,"AI, SaaS, Healthtech",2022.0,2.54M CHF,Undisclosed,Accelerator/Grant,,Switzerland,2022.0,Series A,,,Active,Venturekick
Luya,HEALTHCARE,,B2B,"Biotech, IoT",2022.0,150.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2022.0,Seed,,,Active,Venturekick
Medical,HEALTHCARE,,Unknown,Healthtech,2022.0,3.0M CHF,Seed,Accelerator/Grant,,Switzerland,2022.0,Seed,,,Active,Venturekick
MinWave,MOBILITY,,Unknown,Mobility,2022.0,150.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2022.0,Seed,,,Active,Venturekick
MindMaze,B2B,,B2B,,2022.0,105.0M USD,Funding Round,Accelerator/Grant,,Switzerland,2022.0,Growth,,,Active,Venturekick
NMRbased,MOBILITY,,B2B,"SaaS, IoT, Mobility",2022.0,40.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2022.0,Pre-Seed,,,Active,Venturekick
NXI,HEALTHCARE,,Unknown,AR/VR,2022.0,,Undisclosed,Accelerator/Grant,,Switzerland,2022.0,Early Stage,,,Active,Venturekick
Nanolive,B2B,,B2B,,2022.0,2.2M USD,Series C,VC Fund,,Switzerland,2022.0,Series C,,,Active,Venturekick
Nanolive,HEALTHCARE,,B2B,"Biotech, IoT",2022.0,20.0M USD,Series C,VC Fund,,Switzerland,2022.0,Series C,,,Active,Venturekick
Neural,AI/ML,,Unknown,"AI, Manufacturing",2022.0,9.1M USD,Series A,VC Fund,,Switzerland,2022.0,Series A,,,Active,Venturekick
Neurosoft,B2B,,B2B,AR/VR,2022.0,3.0M USD,Funding Round,Accelerator/Grant,,Switzerland,2022.0,Series B,,,Active,Venturekick
NexMR,MOBILITY,,Unknown,Mobility,2022.0,150.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2022.0,Seed,,,Active,Venturekick
NextImmune,MOBILITY,,Unknown,"Biotech, IoT, Mobility",2022.0,150.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2022.0,Seed,,,Active,Venturekick
Novel,CLEANTECH,,Unknown,"Cleantech, AR/VR",2022.0,40.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2022.0,Pre-Seed,,,Active,Venturekick
OVOMIND,AI/ML,,Unknown,AI,2022.0,1.6M USD,Funding Round,Accelerator/Grant,,Switzerland,2022.0,Series A,,,Active,Venturekick
Ocumeda,B2B,,B2B,AR/VR,2022.0,150.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2022.0,Seed,,,Active,Venturekick
Oncobit,B2B,,B2B,AR/VR,2022.0,150.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2022.0,Seed,,,Active,Venturekick
Oxyle,B2B,,B2B,,2022.0,3.0M USD,Pre-Seed,Accelerator/Grant,,Switzerland,2022.0,Pre-Seed,,,Active,Venturekick
Planted,B2B,,B2B,,2022.0,70.0M CHF,Series B,VC Fund,,Switzerland,2022.0,Series B,,,Active,Venturekick
Plastogaz,B2B,,B2B,,2022.0,,Funding Round,Accelerator/Grant,,Switzerland,2022.0,Early Stage,,,Active,Venturekick
Positrigo,AI/ML,,Unknown,AI,2022.0,5.5M CHF,Undisclosed,Accelerator/Grant,,Switzerland,2022.0,Series B,,,Active,Venturekick
QualySense,AI/ML,,Unknown,"AI, AR/VR, Analytics",2022.0,2.5M USD,Undisclosed,Accelerator/Grant,,Switzerland,2022.0,Series A,,,Active,Venturekick
RD,AI/ML,,Unknown,"AI, IoT",2022.0,10.0M CHF,Undisclosed,Accelerator/Grant,,Switzerland,2022.0,Series C,,,Active,Venturekick
Resistell,HEALTHCARE,,Unknown,"AI, IoT, Healthtech",2022.0,8.5M CHF,Undisclosed,Accelerator/Grant,,Switzerland,2022.0,Series B,,,Active,Venturekick
Retailer,E-COMMERCE,,B2C,"AI, E-Commerce",2022.0,150.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2022.0,Seed,,,Active,Venturekick
Rhovica,MOBILITY,,Unknown,Mobility,2022.0,150.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2022.0,Seed,,,Active,Venturekick
RigiTech,AI/ML,,Unknown,"AI, Robotics, Logistics",2022.0,,Seed,Accelerator/Grant,,Switzerland,2022.0,Seed,,,Active,Venturekick
Scailyte,MOBILITY,,Unknown,"AI, Mobility, AR/VR",2022.0,6.0M CHF,Series A,VC Fund,,Switzerland,2022.0,Series A,,,Active,Venturekick
Scailyte,HEALTHCARE,,Unknown,"AI, Biotech, IoT, AR/VR",2022.0,,Series A,VC Fund,,Switzerland,2022.0,Series A,,,Active,Venturekick
Scale,AI/ML,,Unknown,"AI, AR/VR",2022.0,,Undisclosed,Accelerator/Grant,,Switzerland,2022.0,Early Stage,,,Active,Venturekick
Scandit,AI/ML,,Unknown,AI,2022.0,150.0M USD,Undisclosed,Accelerator/Grant,,Switzerland,2022.0,Growth,,,Active,Venturekick
Scewo,AI/ML,,Unknown,AI,2022.0,3.0M CHF,Undisclosed,Accelerator/Grant,,Switzerland,2022.0,Series B,,,Active,Venturekick
School,EDUCATION,,Unknown,"AI, EdTech",2022.0,150.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2022.0,Seed,,,Active,Venturekick
Scrona,MOBILITY,,Unknown,"AI, Mobility",2022.0,9.6M USD,Undisclosed,Accelerator/Grant,,Switzerland,2022.0,Series B,,,Active,Venturekick
Sensawear,HEALTHCARE,,Unknown,"Mobility, Healthtech, AR/VR",2022.0,150.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2022.0,Seed,,,Active,Venturekick
Sensemodi,HEALTHCARE,,Unknown,"Healthtech, AR/VR",2022.0,150.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2022.0,Seed,,,Active,Venturekick
Series,MOBILITY,,B2B,"AI, SaaS, Mobility",2022.0,7.25M CHF,Series B1,VC Fund,,Switzerland,2022.0,Series B,,,Active,Venturekick
SightIn,HEALTHCARE,,B2B,"AI, SaaS, Mobility, Healthtech",2022.0,150.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2022.0,Seed,,,Active,Venturekick
Simon,CLEANTECH,,Unknown,"AI, Cleantech",2022.0,150.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2022.0,Seed,,,Active,Venturekick
Sleepiz,B2B,,B2B,AR/VR,2022.0,800.0K EUR,Funding Round,Accelerator/Grant,,Switzerland,2022.0,Series A,,,Active,Venturekick
