Startup_Name,Industry,Sub_Industry,Business_Model_Type,Tech_Keywords,Publication_Date,Article_Text,Year,Funding_Amount,Funding_Round,Investment_Stage,Investor_Names,Location,City,Canton,Founded_Year,Employees,Website
Startups,SOFTWARE,SaaS,B2B,"Analytics, SpaceTech",28.10.2020,"Startups developing a novel electric wheelchair, tracers for early detection of neurological diseases, a cloud platform for location analytics and business intelligence, and ultra-photorealistic 3D digital models for urban spaces each win CHF 10,000",2020,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
SmartHelio,AI/ML,Analytics,B2B,"ClimateTech, AI",23.10.2020,"SmartHelio wins CHF 150,000 to optimize solar plant performance through AI-driven analytics",2020,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Araris,HEALTHCARE,Drug Discovery,Unknown,"BioTech, IoT",22.10.2020,Araris Biotech raises CHF 15.2 million to boost the development of their antibody-drug conjugate (ADC)-linker technology,2020,15.2M CHF,Undisclosed,Series C,,Switzerland,,,,,
Bota,ROBOTICS,Industrial Robotics,B2B,Robotics,16.10.2020,"Bota Systems wins CHF 150,000 for enabling robots to better interact with humans",2020,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Climeworks,MOBILITY,Payments,Unknown,,14.10.2020,"Climeworks’ TOP 100 keynote: ‘Stick to your purpose, and eventually, you will achieve your vision’",2020,,Undisclosed,Early Stage,,Switzerland,,,,,
Each,CLEANTECH,Electric Vehicles,B2B,Robotics,12.10.2020,CHF 40'000 Each for Startups Developing Greenhouse Filters with Nano-Coatings and Contactless Robotic Grippers,2020,40.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
TOP,AI/ML,AI/ML,B2B,QuantumTech,08.10.2020,Venture Kick and TOP 100 startup Miraex supported by NASA in quantum sensing,2020,,Venture Kick Grant,Pre-Seed,Venture Kick,Switzerland,,,,,
AMAL,HEALTHCARE,Drug Discovery,Unknown,"BioTech, IoT",28.09.2020,AMAL Therapeutics’ keynote at the TOP 100: How 85 slides led to 2019’s biggest biotech exit in Europe,2020,,Undisclosed,Early Stage,,Switzerland,,,,,
CareerLunch,SOFTWARE,SaaS,B2B,HRTech,25.09.2020,"CareerLunch wins CHF 150,000 for its recruitment platform that sets up informal lunch meetings between talents and employers",2020,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Swiss,HEALTHCARE,Biotech,Unknown,"BioTech, IoT",24.09.2020,Venture Kick wins Swiss Biotech Success Stories Award,2020,,Undisclosed,Early Stage,Venture Kick,Switzerland,,,,,
Startups,HEALTHCARE,Medical Devices,B2B,"IoT, ClimateTech, AI",23.09.2020,"Startups Developing Sensor Socks, Precision Diagnostics for Cancer Treatment, Perovskite Solar Cells and an AI-based Platform to Mentor Python Code Writing Each win CHF 10,000",2020,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
EBAMed,MOBILITY,Electric Vehicles,Unknown,,23.09.2020,EBAMed is awarded EUR 2.4 million to develop its cardiac motion management product for the non-invasive treatment of heart arrhythmias,2020,2.4M EUR,Undisclosed,Series A,,Switzerland,,,,,
Vatorex,SOFTWARE,SaaS,B2B,,23.09.2020,Vatorex receives EUR 1.6 million to develop and implement beekeeping technology platform and chemical-free varroa treatment,2020,1.6M EUR,Undisclosed,Series A,,Switzerland,,,,,
Voliro,AI/ML,AI/ML,B2B,,22.09.2020,Voliro raises CHF 2 million from Swiss investors,2020,2.0M CHF,Undisclosed,Series A,,Switzerland,,,,,
Startup,AI/ML,AI/ML,B2B,QuantumTech,16.09.2020,Venture Kick Startup Miraex joins IBM Q Network to collaborate on distributed quantum computing,2020,,Undisclosed,Early Stage,Venture Kick,Switzerland,,,,,
Polyneuron,AI/ML,AI/ML,B2B,Venture Capital,16.09.2020,Polyneuron extends Series A to CHF 36.5 million by raising an additional CHF 14 million to advance its lead product candidate,2020,36.5M CHF,Series A,Series A,,Switzerland,,,,,
Dotphoton,HEALTHCARE,Biotech,Unknown,"Venture Capital, BioTech, IoT",09.09.2020,Dotphoton raises seven-digit pre-Series A round and opens orders for lossless image compression software for biotech,2020,,Series A,Series A,,Switzerland,,,,,
Alums,AI/ML,AI/ML,B2B,,04.09.2020,54 Venture Kick Alums Recognized at the TOP 100 Swiss Startup Award 2020,2020,,Venture Kick Grant,Pre-Seed,Venture Kick,Switzerland,,,,,
Startups,AI/ML,AI/ML,B2B,,04.09.2020,"Startups Developing Sustainable Bio Based Materials and a Marking Technology for Plastic Parts Each win CHF 40,000",2020,40.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Climeworks,AI/ML,AI/ML,B2B,,02.09.2020,Climeworks raises a record-breaking CHF 100 million,2020,100.0M CHF,Undisclosed,Growth,,Switzerland,,,,,
BioVersys,HEALTHCARE,MedTech,Unknown,HealthTech,01.09.2020,BioVersys announces CHF 19 million financing round to advance novel AMR candidates into clinical development,2020,19.0M CHF,Funding Round,Series C,,Switzerland,,,,,
Terapets,HEALTHCARE,Drug Discovery,Unknown,"Logistics, HealthTech",26.08.2020,"Terapet’s real-time tracking of proton therapy dosage-delivery for cancer patients wins CHF 150,000",2020,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Tinamu,Unknown,,Unknown,,25.08.2020,Tinamu secures CHF 1.1M in an oversubscribed seed round,2020,1.1M CHF,Seed,Seed,UBS,Switzerland,,,,,
Scale,Unknown,,Unknown,,25.08.2020,Scale up Bootcamps Connect Swiss Industry Leaders and Fast-Growing Startups Online to Build Fruitful Partnerships,2020,,Undisclosed,Early Stage,,Switzerland,,,,,
Startups,HEALTHCARE,Medical Devices,Unknown,"HealthTech, BioTech",25.08.2020,"Startups Reducing the Cost of Transcriptomics Studies, Developing Tissue-Engineered Implants Which can Grow With the Patient, and a Point-Of-Care Regenerative Medicine Solution Each win CHF 40,000",2020,40.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Startups,AI/ML,Electric Vehicles,B2B,BioTech,24.08.2020,"Startups Revolutionizing G Protein Coupled Receptors Screening, Developing Next-Generation Microscopes Slides, Oral Microbiome Therapies to Treat Chronic Kidney Disease, and Digitizing Humans Each win CHF 10,000",2020,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Biologics,INDUSTRIALS,Drug Discovery,B2B,,24.08.2020,"deepCDR Biologics’ deep-learning focused antibody discovery and engineering method wins CHF 150,000",2020,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Bloom,CLEANTECH,Climate Tech,B2B,ClimateTech,21.08.2020,Bloom Biorenewables secures € 2.9 million seed round,2020,2.9M EUR,Seed,Seed,,Switzerland,,,,,
Technis,AI/ML,AI/ML,B2B,,19.08.2020,Technis raises CHF 3.2 million to accelerate growth,2020,3.2M CHF,Undisclosed,Series B,Accel,Switzerland,,,,,
Startups,HEALTHCARE,MedTech,Unknown,"BioTech, HealthTech",14.08.2020,"Startups developing solutions to monitor asthma, advance the next-generation high-performance polymer 3D printing, support intelligent clinical decisions, and monitor breast cancer after initial treatment each win CHF 10,000",2020,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Startups,SOFTWARE,Analytics,B2B,,07.08.2020,"Startups Developing a Real-Time Data Processing Software Accelerator, Creating Photon- Counting Arrays and Converting Sunlight into Fuel Each win ChF 40,000",2020,40.0K CHF,Undisclosed,Pre-Seed,Accel,Switzerland,,,,,
LogicFlow,AI/ML,Electric Vehicles,B2B,Robotics,31.07.2020,"LogicFlow wins CHF 150,000 for taking the automation of IT systems migration to a new level",2020,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
ELDICO,MOBILITY,Electric Vehicles,Unknown,,30.07.2020,"ELDICO Scientific wins CHF 150,000 for developing breakthrough technology that transforms the future of crystallography",2020,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Gnubiotics,AI/ML,AI/ML,B2B,"IoT, Venture Capital",30.07.2020,Gnubiotics Sciences raises CHF 2.6 million in Series A1 financing round,2020,2.6M CHF,Series A1,Series A,,Switzerland,,,,,
Insolight,Unknown,,Unknown,Venture Capital,30.07.2020,Insolight closes Series A financing round of CHF 5 million and will start producing and selling their modules,2020,5.0M CHF,Series A,Series A,,Switzerland,,,,,
Calciscon,AI/ML,AI/ML,B2B,Venture Capital,23.07.2020,Calciscon raises CHF 600K in pre-Series A financing round to initiate sales of T50 Calcification Propensity test,2020,600.0K CHF,Series A,Series A,,Switzerland,,,,,
ARTIRIA,HEALTHCARE,AI/ML,Unknown,,15.07.2020,ARTIRIA Medical raises CHF 3 million to improve stroke treatments,2020,3.0M CHF,Undisclosed,Series B,,Switzerland,,,,,
Beekeeper,Unknown,,Unknown,Venture Capital,13.07.2020,Beekeeper adds $10M to series B financing round,2020,10.0M USD,Series B,Series B,,Switzerland,,,,,
Startups,HEALTHCARE,Medical Devices,Unknown,"AI, Robotics, HealthTech",10.07.2020,"Startups Developing AI Solutions for Collaborative Robots, a Medical Device to Prevent Ventilator Associated Pneumonia, Empowering Built Surfaces, Making PCR technology Accessible to More Scientists, and Optimizing Insect Breeding Each Win CHF 10,000.",2020,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Positrigo,AI/ML,Payments,B2B,BioTech,10.07.2020,Positrigo raises over CHF 6 million to support the development of its next-generation head Positron Emission Tomography system.,2020,6.0M CHF,Undisclosed,Series B,,Switzerland,,,,,
Each,MOBILITY,Electric Vehicles,Unknown,"QuantumTech, IoT",08.07.2020,"CHF 40,000 Each for Startups Developing Mini-Cryostats and Optical Quantum Sensors",2020,40.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
PharmaBiome,HEALTHCARE,MedTech,Unknown,HealthTech,08.07.2020,PharmaBiome raises CHF 1.75 million to advance preclinical development and welcomes new board members,2020,1.75M CHF,Undisclosed,Series A,,Switzerland,,,,,
Resistell,Unknown,,Unknown,,03.07.2020,Resistell receives €2.5M EIC Accelerator grant and equity financing offer from EIC,2020,2.5M EUR,Funding Round,Series A,Accel,Switzerland,,,,,
Terapet,HEALTHCARE,Medical Devices,Unknown,HealthTech,01.07.2020,Terapet closes seed financing round to advance the development of its medical device,2020,,Seed,Seed,,Switzerland,,,,,
Startups,AI/ML,AI/ML,B2B,"AI, Mobility, IoT, Robotics",26.06.2020,"Startups Developing Greenhouse Filters with Nano-Coatings, AI and Automation for Marketing, Energy Autonomous Biosensors, Contactless Robotic Grippers and an Integrated Eyesight Shading Device Each win CHF 10,000.",2020,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Startups,HEALTHCARE,Medical Devices,Unknown,HealthTech,26.06.2020,"CHF 40,000 for Startups Developing a Cell Level Ophthalmology, Soft Implantable Electrodes and 4D Microsurgical Patient Simulator",2020,40.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Pregnolia,AI/ML,AI/ML,B2B,,25.06.2020,Pregnolia raises CHF 4.2 million to advance detection of premature births,2020,4.2M CHF,Undisclosed,Series B,,Switzerland,,,,,
Startups,HEALTHCARE,Drug Discovery,B2B,AI,22.06.2020,"Startups developing novel therapeutics in oncology, a software for interactive speech therapy, solutions for reliable machine learning, a personalized surgical plan for complex traumas, and a data-based platform for energy providers each win CHF 10,000",2020,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Alogo,Unknown,,Unknown,,16.06.2020,Alogo Analysis secures loan and equity financing,2020,,Funding Round,Early Stage,,Switzerland,,,,,
MOBBOT,AI/ML,AI/ML,B2B,,16.06.2020,MOBBOT raises CHF 2.9 million seed financing round,2020,2.9M CHF,Seed,Seed,,Switzerland,,,,,
Startups,HEALTHCARE,MedTech,Unknown,"AI, HealthTech",10.06.2020,Startups Using AI to Support Clinical Decision for IVF and a Self-Test for Sexually-Transmitted Infections Each win CHf 40'000,2020,40.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Scailyte,AI/ML,AI/ML,B2B,Venture Capital,09.06.2020,Scailyte closes pre-series A financing round,2020,,Series A,Series A,,Switzerland,,,,,
How,AI/ML,AI/ML,B2B,,08.06.2020,How Climeworks sets new standards for reversing climate change and raising funds,2020,,Undisclosed,Early Stage,,Switzerland,,,,,
CUTISS,Unknown,,Unknown,Venture Capital,04.06.2020,CUTISS closes successful series B financing round,2020,,Series B,Series B,,Switzerland,,,,,
IDUN,AI/ML,WealthTech,B2B,,04.06.2020,IDUN Technologies raises seed investment from Sony,2020,,Seed,Seed,,Switzerland,,,,,
Climeworks,AI/ML,WealthTech,B2B,,02.06.2020,Climeworks raises CHF 73 million – the largest ever private investment into direct air capture,2020,73.0M CHF,Funding Round,Growth,,Switzerland,,,,,
Scandit,AI/ML,AI/ML,B2B,"ComputerVision, AR/VR",26.05.2020,Scandit Raises USD 80 million to digitally transform traditional industries through computer vision and augmented reality,2020,80.0M USD,Undisclosed,Growth,,Switzerland,,,,,
Startups,HEALTHCARE,Medical Devices,B2C,"HealthTech, Gaming",25.05.2020,"Startups Developing Sustainable Bio Based Materials, Customized Anti-Pollution Masks, Tissue-Engineered Implants Which can Grow With the Patient, a Marking Technology for Plastic Parts and New Interactive Tools for Gaming Each win CHF 10,000",2020,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Startups,MOBILITY,Electric Vehicles,Unknown,,22.05.2020,Startups Developing Reusable Coffee Cups and Nanoscale X-Ray Optics Each win CHf 40'000,2020,40.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Adiposs,ROBOTICS,Payments,B2B,"Go-to-Market, Robotics",14.05.2020,"Adiposs’ Cachexia Detection and Emovo Care’s Robotic Gloves for People with Disabilities Each Win CHF 150,000",2020,150.0K CHF,Undisclosed,Seed,,Switzerland,,,,,
Scale,Unknown,,B2B,,11.05.2020,Scale up Bootcamps Connects Swiss Corporates and Growing Startups Online to Start Strong Partnerships,2020,,Undisclosed,Early Stage,,Switzerland,,,,,
Becomes,AI/ML,AI/ML,B2B,Venture Capital,11.05.2020,aiCTX Becomes SynSense and Closes Series A Round to Expand its Neuromorphic Computing Technology in China,2020,,Series A,Series A,,Switzerland,,,,,
Locatee,Unknown,,Unknown,Venture Capital,08.05.2020,Locatee secures $4M Series A financing round,2020,4.0M USD,Series A,Series A,,Switzerland,,,,,
Zippsafe,Unknown,Manufacturing,Unknown,Manufacturing,07.05.2020,"Zippsafe Closes a CHF 3 Million Round to Expand Sales in Germany, Optimize Production and Finance Large Scale Projects",2020,3.0M CHF,Funding Round,Series B,,Switzerland,,,,,
ELDICO,AI/ML,AI/ML,B2B,,06.05.2020,ELDICO Scientific AG Raises More Than CHF 1.5 Million to Boost Product Development,2020,1.5M CHF,Undisclosed,Series A,,Switzerland,,,,,
TOP,HEALTHCARE,MedTech,Unknown,HealthTech,06.05.2020,TOP 100 Swiss Startup Altoida Secures Investment From Hikma Ventures to Drive Better Clinical Outcomes For Brain Disease,2020,,Funding Round,Early Stage,,Switzerland,,,,,
Startups,MOBILITY,Electric Vehicles,Unknown,Robotics,29.04.2020,"Startups Developing Eggsorter for Labs, Force Sensing Solution for Robots and Ultra-Advanced Chargers Each Win CHF 40,000",2020,40.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Startups,Unknown,,Unknown,,29.04.2020,"Startups Reducing the Cost of Transcriptomics Studies, Monitioring Continously Glucose, Creating Photon-Counting Arrays and Converting Sunlight into Fuel Each win ChF 10,000",2020,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Swiss,Unknown,,Unknown,,22.04.2020,Swiss Innovative Startups to Receive Additional Federal Support During COVID-19 Crisis,2020,,Undisclosed,Early Stage,,Switzerland,,,,,
Swiss,HEALTHCARE,Biotech,Unknown,"BioTech, IoT",21.04.2020,The Swiss Biotech Association Awards Venture Kick and Venturelab and Reports Continued Sector Growth,2020,,Undisclosed,Early Stage,"Venture Kick, Venturelab",Switzerland,,,,,
Lunaphore,Unknown,,Unknown,,21.04.2020,Lunaphore Receives Additional CHF 2 million in Series C2 Financing,2020,2.0M CHF,Series C2,Series C,,Switzerland,,,,,
Uepaas,Unknown,,Unknown,,20.04.2020,Uepaa’s Proximity Solution Helps Track COVID-19 Infections,2020,,Undisclosed,Early Stage,,Switzerland,,,,,
CyanoGuard,AI/ML,AI/ML,B2B,,16.04.2020,CyanoGuard Raises CHF 3 Million to Advance Safe and Efficient Cyanide Detection,2020,3.0M CHF,Undisclosed,Series B,,Switzerland,,,,,
AVAtronics,AI/ML,AI/ML,B2B,,15.04.2020,AVAtronics Raises CHF 1.6 Million to Advance its Noise-Canceling Technology,2020,1.6M CHF,Undisclosed,Series A,,Switzerland,,,,,
Annaida,AI/ML,AI/ML,B2B,,09.04.2020,Annaida Technologies Raises CHF 1 Million to Validate Their Non-Invasive Embryo Screening Technology,2020,1.0M CHF,Undisclosed,Series A,,Switzerland,,,,,
Startups,SOFTWARE,Analytics,B2B,"ConsumerApps, BioTech",07.04.2020,"Startups Developing a 3D Mapping Mobile App, a Real-Time Data Processing Software Accelerator, a Novel Process for Natural Gas Upgrading and a Point-Of-Care Regenerative Medicine Solution Each win Chf 10,000",2020,10.0K CHF,Undisclosed,Pre-Seed,Accel,Switzerland,,,,,
Flybotix,AI/ML,AI/ML,B2B,Robotics,07.04.2020,Flybotix Raises CHF 1.5 Million to Bring its Inspection Drones to Market,2020,1.5M CHF,Undisclosed,Series A,,Switzerland,,,,,
Startups,AI/ML,AI/ML,B2B,"IoT, BioTech",02.04.2020,"Startups Making Sweat-Analyzing Stress-Sensors and Advancing Bone Repair and Tissue Regeneration Each Win CHF 40,000",2020,40.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
COVID19,HEALTHCARE,Electric Vehicles,Unknown,HealthTech,31.03.2020,150’000 CHF for a breathing stimulation device to speed-up recovery of ventilated patients – a need in the COVID-19 pandemy.,2020,,Undisclosed,Early Stage,,Switzerland,,,,,
Wulf,CLEANTECH,Climate Tech,B2B,,31.03.2020,"Wulf Glatz, CEO of greenTeg, Gives Advice to Entrepreneurs During COVID-19",2020,,Undisclosed,Early Stage,,Switzerland,,,,,
STIMITs,HEALTHCARE,Digital Health,Unknown,HealthTech,29.03.2020,STIMIT's CEO Ronja Bruhn on How to Help Accelerate COVID-19 Patient Recovery,2020,,Undisclosed,Early Stage,Accel,Switzerland,,,,,
Great,Unknown,,Unknown,,13.03.2020,Great Startups are Often Born in Times of Crisis,2020,,Undisclosed,Early Stage,,Switzerland,,,,,
Startups,HEALTHCARE,AI/ML,Unknown,ClimateTech,11.03.2020,"Startups Developing Tech to Keep Aircrafts Flying and for Solar Panel Health Win CHF 40,000 Each",2020,40.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
