Startup_Name,Industry,Sub_Industry,Business_Model_Type,Tech_Keywords,Publication_Date,Article_Text,Year,Funding_Amount,Funding_Round,Investment_Stage,Investor_Names,Location,City,Canton,Founded_Year,Employees,Website
CompPair,AI/ML,AI/ML,B2B,ClimateTech,02.09.2025,CompPair and SBB partner to increase durability and sustainability of InterCity trains,2025,,Undisclosed,Early Stage,,Switzerland,,,,,
CO2,AI/ML,Medical Devices,B2B,AI,26.08.2025,"CHF 10,000 for smart mattresses, sustainable sportswear materials, an AI chess coach, CO2 removal producing H2, and the first surgical device for measuring valve leakage during heart surgery",2025,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Rhovica,MOBILITY,Medical Devices,Unknown,,26.08.2025,Rhovica Neuroimaging secures CHF 2.3M financing to accelerate development of SoNav™ neurosurgical device,2025,2.3M CHF,Funding Round,Series A,Accel,Switzerland,,,,,
Baxiva,Unknown,,Unknown,,25.08.2025,Baxiva secures USD 3M to advance antibacterial vaccines,2025,3.0M USD,Undisclosed,Series B,,Switzerland,,,,,
AIdriven,SOFTWARE,Medical Devices,B2B,"AI, Robotics",21.08.2025,"CHF 10,000 for innovative cycling technology, adaptable endoscopes, an AI-driven flat hunting app, smart instrumentation for life sciences, AI-driven protein optimization, and next-gen robotic inspection",2025,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
InkVivo,SOFTWARE,Drug Discovery,B2B,"Venture Capital, Logistics",13.08.2025,InkVivo Technologies secures CHF 1.1 million in pre-seed funding to advance polymer drug delivery platform,2025,1.1M CHF,Pre-Seed,Pre-Seed,,Switzerland,,,,,
Behind,AI/ML,AI/ML,B2B,,30.07.2025,Behind the Jury: Perspectives from the Venture Kick Jury Member Luca Bolliger,2025,,Undisclosed,Early Stage,Venture Kick,Switzerland,,,,,
Inside,Unknown,,Unknown,,28.07.2025,Inside Beekeeper's USD 1B exit with Co-Founder Cristian Grossman,2025,1.0B USD,Undisclosed,Growth,,Switzerland,,,,,
Reshape,AI/ML,AI/ML,B2B,AI,25.07.2025,"Reshape Systems secures CHF 800,000 to expand AI-driven risk analysis for complex industries",2025,800.0K CHF,Undisclosed,Series A,,Switzerland,,,,,
Imaging,Unknown,,Unknown,,25.07.2025,Pi Imaging Technologies acquired by Zeiss to advance high-sensitivity microscopy,2025,,Undisclosed,Early Stage,,Switzerland,,,,,
ASTRA,HEALTHCARE,Drug Discovery,Unknown,,24.07.2025,ASTRA Therapeutics raises CHF 7.75M to advance precision parasiticides in animal health,2025,7.75M CHF,Undisclosed,Series B,,Switzerland,,,,,
LiDAR,SOFTWARE,SaaS,B2B,"EdTech, AI",23.07.2025,"CHF 10,000 for high-speed LiDAR sensing, more accessible microscopes, targetted enzyme therapies, a deep learning platform for physics-based simulations, and an AI-based HR platform.",2025,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Jaipur,AI/ML,AI/ML,B2B,"Robotics, AI",21.07.2025,"Jaipur Robotics has received CHF 150,000 from Venture Kick to turn waste-to-energy inefficiencies into profit with AI vision",2025,150.0K CHF,Undisclosed,Seed,Venture Kick,Switzerland,,,,,
Medyria,MOBILITY,Electric Vehicles,Unknown,,17.07.2025,Medyria secures CHF 1.5M to advance PyCath development and expand globally,2025,1.5M CHF,Undisclosed,Series A,,Switzerland,,,,,
Scanvio,AI/ML,AI/ML,B2B,HealthTech,15.07.2025,Scanvio raises USD 3.4M to advance AI-guided ultrasound for endometriosis diagnosis,2025,3.4M USD,Undisclosed,Series B,,Switzerland,,,,,
AzureCell,AI/ML,Electric Vehicles,B2B,BioTech,15.07.2025,"AzureCell Therapies secures CHF 150,000 from Venture Kick to develop regenerative cell therapies for Parkinson's disease",2025,150.0K CHF,Undisclosed,Seed,Venture Kick,Switzerland,,,,,
Grensol,Unknown,Circular Economy,Unknown,,14.07.2025,Grensol secures CHF 1.8M to advance recycling of hard-to-treat waste,2025,1.8M CHF,Undisclosed,Series A,,Switzerland,,,,,
CREAL,Unknown,WealthTech,Unknown,AR/VR,11.07.2025,CREAL Closes USD 8.9M investment round to advance vision care and AR,2025,8.9M USD,Funding Round,Series B,,Switzerland,,,,,
Swiss,AI/ML,AI/ML,B2B,AI,10.07.2025,Swiss Deep-Tech startup askEarth raises CHF 2.26M to advance geospatial AI,2025,2.26M CHF,Undisclosed,Series A,,Switzerland,,,,,
Comphya,Unknown,Drug Discovery,Unknown,Venture Capital,09.07.2025,Comphya closes CHF 7.5M Series A to advance erectile dysfunction therapy,2025,7.5M CHF,Series A,Series A,,Switzerland,,,,,
Nautica,CLEANTECH,Autonomous,B2B,"Mobility, Robotics, Logistics",07.07.2025,Nautica Technologies secures USD 4M to advance autonomous hull cleaning robots for greener shipping,2025,4.0M USD,Undisclosed,Series B,,Switzerland,,,,,
Climeworks,Unknown,,Unknown,,02.07.2025,Climeworks hits USD 1billion+ in Funding,2025,1.0B USD,Funding Round,Growth,,Switzerland,,,,,
Beekeeper,SOFTWARE,SaaS,B2B,,02.07.2025,Beekeeper acquired as LumApps merger creates USD 1B employee experience platform,2025,1.0B USD,Undisclosed,Growth,,Switzerland,,,,,
Migros,Unknown,,Unknown,,01.07.2025,Migros Pioneer Fund: Supporting impact innovation,2025,,Undisclosed,Early Stage,,Switzerland,,,,,
Adiposs,AI/ML,Payments,B2B,,01.07.2025,Adiposs Raises CHF 4M to advance cancer imaging tool,2025,4.0M CHF,Undisclosed,Series B,,Switzerland,,,,,
RTDT,SOFTWARE,SaaS,B2B,ClimateTech,01.07.2025,RTDT secures USD 4 Million in Pre-Seed Round to scale wind energy platform,2025,4.0M USD,Pre-Seed,Pre-Seed,,Switzerland,,,,,
AIPowered,FINTECH,Insurance,B2B,"AI, FinTech",26.06.2025,"CHF 40,000 for an AI-Powered insurance platform, a risk analysis co-pilot software, and an AI-powered virtual fitting room",2025,40.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Glioblastoma,Unknown,Drug Discovery,Unknown,WearableTech,23.06.2025,"CHF 40,000 for Glioblastoma cell-therapy, molecular wearables for maternity care, and taste innovation",2025,40.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Shootify,AI/ML,AI/ML,B2C,BioTech,23.06.2025,"Shootify receives CHF 150,000 from Venture Kick to innovate fashion content creation with AI-generated images",2025,150.0K CHF,Undisclosed,Seed,Venture Kick,Switzerland,,,,,
KYLYS,HEALTHCARE,Medical Devices,Unknown,HealthTech,23.06.2025,KYLYS Aesthetics secures CHF 1 M to advance next-gen hyaluronic acid medical devices,2025,1.0M CHF,Undisclosed,Series A,,Switzerland,,,,,
Fuels,AI/ML,AI/ML,B2B,"AI, Cybersecurity",23.06.2025,"CHF 10,000 Fuels 3D Orthoses, Precision Grain, AI Websecurity, AI Culture, Sport Injury, and Underground Pipes Laying",2025,10.0K CHF,Funding Round,Pre-Seed,,Switzerland,,,,,
Myriad,AI/ML,AI/ML,B2B,,19.06.2025,"Myriad Optics secures CHF 150,000 from Venture Kick to build fast bacterial detection system",2025,150.0K CHF,Undisclosed,Seed,Venture Kick,Switzerland,,,,,
Voliro,Unknown,Cloud,Unknown,"Venture Capital, Infrastructure",17.06.2025,Voliro secures USD 23M Series A extension to advance aerial infrastructure inspection,2025,23.0M USD,Series A,Series A,,Switzerland,,,,,
Odne,Unknown,,Unknown,,17.06.2025,Odne attracts ZEISS Ventures as investor,2025,,Undisclosed,Early Stage,,Switzerland,,,,,
Composite,Unknown,Payments,Unknown,ClimateTech,17.06.2025,Composite Recycling and Owens Corning partner to advance circular economy for composite waste,2025,,Undisclosed,Early Stage,,Switzerland,,,,,
Positrigo,AI/ML,Payments,B2B,Manufacturing,12.06.2025,Positrigo raises CHF 7M to accelerate nuclear brain imaging device production,2025,7.0M CHF,Undisclosed,Series B,Accel,Switzerland,,,,,
Sefit,HEALTHCARE,Digital Health,Unknown,IoT,11.06.2025,"Sefit health secures CHF 150,000 from Venture Kick to help people with sensory overload thrive",2025,150.0K CHF,Undisclosed,Seed,Venture Kick,Switzerland,,,,,
ZuriEV,AI/ML,AI/ML,B2B,HealthTech,03.06.2025,"ZuriEV secures CHF 150,000 from Venture Kick to scale blood test for brain cancer diagnosis",2025,150.0K CHF,Undisclosed,Seed,Venture Kick,Switzerland,,,,,
Inverto,CLEANTECH,Climate Tech,B2B,ClimateTech,28.05.2025,Inverto Earth joins forces with Delta Blue Carbon to advance Blue Carbon monitoring standards,2025,,Undisclosed,Early Stage,,Switzerland,,,,,
AIpowered,AI/ML,AI/ML,B2B,"Robotics, Manufacturing, AI",27.05.2025,"CHF 40,000 for construction with robotic manufacturing, and AI-powered rental property inspection",2025,40.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
AIbased,AI/ML,Drug Discovery,B2B,"GenAI, BioTech, AI, Ecommerce",26.05.2025,"CHF 10,000 for a device for rapid on-site drug detection, united generative AI tools for collaborative filmmaking, AI-based white canes, a packaging solution for e-commerce, and comprehensive fetal-maternal monitoring",2025,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Versive,AI/ML,AI/ML,B2B,Mobility,26.05.2025,"Versive gets CHF 150,000 from Venture Kick to reshape wheelchair mobility with steering-by-leaning",2025,150.0K CHF,Undisclosed,Seed,Venture Kick,Switzerland,,,,,
Veltist,AI/ML,Medical Devices,B2B,,21.05.2025,"Veltist secures CHF 150,000 from Venture Kick to reimagine surgical sealing with smart, image-detectable biomaterials",2025,150.0K CHF,Undisclosed,Seed,Venture Kick,Switzerland,,,,,
Eight,AI/ML,AI/ML,B2B,,16.05.2025,Eight Venture Kick alumni among finalists for De Vigier Award 2025,2025,,Undisclosed,Early Stage,Venture Kick,Switzerland,,,,,
DNAencoded,AEROSPACE,Biotech,Unknown,"Mobility, Robotics, IoT",15.05.2025,"CHF 40,000 for autonomous drones for extreme environments, next-gen DNA-encoded libraries, and a vaccine to reduce the antibiotic need.",2025,40.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
CO2storage,SOFTWARE,Payments,B2B,,12.05.2025,"CHF 10,000 for a scientific collaboration platform, a compact tabletop high-throughput screening device, innovative biocompostable packaging, mid-infrared lasers, and CO2-storage optimization",2025,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
HAYA,HEALTHCARE,Drug Discovery,Unknown,,08.05.2025,HAYA Therapeutics secures USD 65M to advance RNA-guided therapies for chronic and age-related diseases,2025,65.0M USD,Undisclosed,Growth,,Switzerland,,,,,
MetaLead,Unknown,,Unknown,,06.05.2025,MetaLead Secures CHF 1M to advance treatment for Wilson's disease,2025,1.0M CHF,Undisclosed,Series A,,Switzerland,,,,,
DePoly,Unknown,Circular Economy,Unknown,,30.04.2025,DePoly advances circular plastics with new facility and USD 23M in Funding,2025,23.0M USD,Funding Round,Series C,,Switzerland,,,,,
SONIX,SOFTWARE,Biotech,B2C,"SpaceTech, Gaming",30.04.2025,SONIX acquires RUSH Entertainment's tournament tech to launch all-in-one esports platform,2025,,Undisclosed,Early Stage,,Switzerland,,,,,
AIPowered,FINTECH,Insurance,B2B,"AI, FinTech, QuantumTech",22.04.2025,"CHF 10,000 for needle-free vaccines, an AI-Powered insurance platform, a risk analysis co-pilot software, and miniaturized hardware for quantum computing",2025,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
AIdriven,SOFTWARE,SaaS,B2B,"AI, SaaS, Manufacturing, AgentAI, Mobility",22.04.2025,"CHF 40,000 for AI-driven SaaS for problem detection in industrial inspection processes, expert autonomous systems for expert information delivery, and reshoring",2025,40.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
JOSEPHA,AI/ML,Electric Vehicles,B2B,Ecommerce,22.04.2025,"JOSEPHA secures CHF 150,000 from Venture Kick to revolutionize product discovery in E-commerce",2025,150.0K CHF,Undisclosed,Seed,Venture Kick,Switzerland,,,,,
Sonix,AI/ML,AI/ML,B2C,Gaming,15.04.2025,Sonix raises CHF 1.8M in Funding and opens crowdfunding to empower gaming community ownership,2025,1.8M CHF,Funding Round,Series A,,Switzerland,,,,,
UNOMR,AI/ML,AI/ML,B2B,BioTech,14.04.2025,"UNOMR gets CHF 150,000 from Venture Kick to bring a new dimension to proteomics analysis",2025,150.0K CHF,Undisclosed,Seed,Venture Kick,Switzerland,,,,,
AICA,AI/ML,WealthTech,B2B,Manufacturing,14.04.2025,AICA closes a 2.35 CHF million investment round bringing real-time intelligence to industrial control,2025,,Funding Round,Early Stage,,Switzerland,,,,,
Mosaic,AI/ML,AI/ML,B2B,Semiconductors,07.04.2025,"Mosaic SoC gets CHF 150,000 from Venture Kick to develop breakthrough embedded computing chips",2025,150.0K CHF,Undisclosed,Seed,Venture Kick,Switzerland,,,,,
Bloom,AI/ML,AI/ML,B2B,ClimateTech,02.04.2025,Bloom Biorenewables raises CHF 13M for sustainable materials development,2025,13.0M CHF,Undisclosed,Series C,,Switzerland,,,,,
RoBoa,AI/ML,AI/ML,B2B,"Manufacturing, Robotics",01.04.2025,"RoBoa secures CHF 150,000 from Venture Kick to rethink industrial inspections and rescue with new robotics",2025,150.0K CHF,Undisclosed,Seed,Venture Kick,Switzerland,,,,,
Time,AI/ML,AI/ML,B2B,,31.03.2025,2 Venture Kick alumni in the top 5 of Time World's Top Greentech 2025 ranking,2025,,Venture Kick Grant,Pre-Seed,Venture Kick,Switzerland,,,,,
AIpowered,AI/ML,AI/ML,B2B,"Cybersecurity, AI",27.03.2025,"CHF 40,000 for next-gen mobile security, sustainable seasonal energy storage, and AI-powered cognitive tests",2025,40.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
REMUUN,AI/ML,Drug Discovery,B2B,,25.03.2025,"REMUUN secures CHF 150,000 from Venture Kick to boost precision antibody therapies",2025,150.0K CHF,Undisclosed,Seed,Venture Kick,Switzerland,,,,,
Startups,AI/ML,AI/ML,B2B,"AgentAI, AI",24.03.2025,"Startups developing recyclable electronics, AI Agents for Hotels, the ""Google Translate"" for sign language, and an AI-powered virtual fitting room each receive CHF 10,000",2025,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Clee,HEALTHCARE,Electric Vehicles,Unknown,,21.03.2025,"Clee Medical receives CHF 150,000 from Venture Kick to develop a new era of highly targeted neurotherapies",2025,150.0K CHF,Undisclosed,Seed,Venture Kick,Switzerland,,,,,
DPhi,AEROSPACE,,Unknown,SpaceTech,19.03.2025,DPhi Space launches Clustergate-1 aboard SpaceX Falcon 9,2025,,Undisclosed,Early Stage,,Switzerland,,,,,
AICA,AI/ML,WealthTech,B2B,"AI, Manufacturing, Robotics",18.03.2025,AICA secures Seed investment to advance AI-driven industrial automation,2025,,Seed,Seed,,Switzerland,,,,,
Carewell,HEALTHCARE,Crypto,Unknown,Web3,17.03.2025,"Carewell obtains CHF 150,000 from Venture Kick to redefine staffing solutions for the healthcare workforce",2025,150.0K CHF,Undisclosed,Seed,Venture Kick,Switzerland,,,,,
Araris,HEALTHCARE,Drug Discovery,Unknown,"BioTech, IoT",17.03.2025,Araris Biotech acquired by Taiho Pharmaceutical to accelerate ADC drug discovery,2025,,Undisclosed,Early Stage,Accel,Switzerland,,,,,
AIpowered,AI/ML,AI/ML,B2B,"AI, Gaming",17.03.2025,nunu.ai raises USD 6M to advance AI-powered video game testing,2025,6.0M USD,Undisclosed,Series B,,Switzerland,,,,,
AI,AI/ML,AI/ML,B2B,"Robotics, AI, Policy",13.03.2025,"CHF 40,000 for inspections drones, physics-driven AI, and next-gen blood pressure regulation",2025,40.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Jaipur,AI/ML,AI/ML,B2B,"Robotics, Venture Capital, AI",13.03.2025,"Jaipur Robotics secures CHF 700,000 in Pre-Seed Funding to improve waste management with AI",2025,700.0K CHF,Pre-Seed,Pre-Seed,,Switzerland,,,,,
Beekeeper,SOFTWARE,SaaS,B2B,,12.03.2025,Beekeeper secures USD 35M to expand frontline workforce platform,2025,35.0M USD,Undisclosed,Growth,,Switzerland,,,,,
Startups,AI/ML,AI/ML,B2B,"Robotics, Manufacturing, AI",10.03.2025,"Startups developing construction with robotic manufacturing, groundbreaking mouthguard design, taste innovation; and AI-powered rental property inspection each get CHF 10,000",2025,10.0K CHF,Funding Round,Pre-Seed,,Switzerland,,,,,
Composite,Unknown,Payments,Unknown,,05.03.2025,Composite Recycling at the core of a circular nautical industry,2025,,Undisclosed,Early Stage,,Switzerland,,,,,
DuraMon,Unknown,,Unknown,,03.03.2025,DuraMon secures CHF 1.6M in Seed Round extension to expand operations,2025,1.6M CHF,Seed,Seed,,Switzerland,,,,,
AImonitored,HEALTHCARE,Biotech,B2B,"Mobility, Robotics, AI, SaaS, Manufacturing",27.02.2025,"CHF 10,000 for AI-monitored animal health, autonomous drones for extreme environments, AI-driven SaaS for problem detection in industrial inspection processes, next-gen DNA-encoded libraries, and expert autonomous systems for expert information delivery",2025,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Startups,SOFTWARE,SaaS,B2B,"AgTech, IoT, Robotics",27.02.2025,"Startups developing sustainable kids footwear, agriculture with plasma-activated water, a vaccine to reduce the antibiotic need, a platform for streming movies, and physically intelligent robots each receive CHF 10,000",2025,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
EVs,CLEANTECH,Circular Economy,B2B,BioTech,27.02.2025,"CHF 40,000 for neuron regeneration, waste-to-energy plants, and EVs charging wirelessly",2025,40.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Technis,Unknown,,Unknown,,25.02.2025,"Technis acquires French company Videtics, laying the foundation for a sovereign European group",2025,,Undisclosed,Early Stage,,Switzerland,,,,,
CellX,Unknown,,Unknown,Venture Capital,25.02.2025,CellX Biosolutions secures CHF 1.7M in Pre-Seed Funding to tackle PFAS degradation,2025,1.7M CHF,Pre-Seed,Pre-Seed,,Switzerland,,,,,
Comphya,HEALTHCARE,Drug Discovery,Unknown,"Venture Capital, HealthTech",25.02.2025,Comphya secures CHF 4.35M in Series A first tranche to support CaverSTIM clinical trials,2025,4.35M CHF,Series A,Series A,,Switzerland,,,,,
Verretex,AI/ML,AI/ML,B2B,,25.02.2025,"Verretex obtains CHF 150,000 from Venture Kick to create circular-glass fiber textiles",2025,150.0K CHF,Undisclosed,Seed,Venture Kick,Switzerland,,,,,
DPhi,AI/ML,AI/ML,B2B,SpaceTech,21.02.2025,DPhi Space raises CHF 2.1M to expand access to space,2025,2.1M CHF,Undisclosed,Series A,,Switzerland,,,,,
Mimic,AI/ML,AI/ML,B2B,Robotics,20.02.2025,"Mimic Robotics receives CHF 150,000 from Venture Kick to build embodied intelligence",2025,150.0K CHF,Undisclosed,Seed,Venture Kick,Switzerland,,,,,
Startups,HEALTHCARE,Drug Discovery,B2B,"HealthTech, Manufacturing, Robotics",19.02.2025,"Startups innovating in body weight measurement for immobile patients, biological drug production, industrial automation, cell therapy, gait rehabilitation, and reshoring each get CHF 10,000",2025,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
RoomPriceGenie,Unknown,Biotech,Unknown,,18.02.2025,RoomPriceGenie secures USD 75M investment to accelerate international expansion,2025,75.0M USD,Funding Round,Growth,Accel,Switzerland,,,,,
OptimalPSI,HEALTHCARE,Medical Devices,Unknown,"HealthTech, FusionEnergy",17.02.2025,"OptimalPSI gets CHF 150,000 from Venture Kick to develop patient-specific spinal fusion implants",2025,150.0K CHF,Undisclosed,Seed,Venture Kick,Switzerland,,,,,
BioVersys,Unknown,,Unknown,,07.02.2025,BioVersys begins trading on SIX Swiss Exchange,2025,,Undisclosed,Early Stage,,Switzerland,,,,,
Scanvio,AI/ML,AI/ML,B2B,,07.02.2025,"Scanvio gets CHF 150,000 from Venture Kick to democratize expert ultrasound",2025,150.0K CHF,Undisclosed,Seed,Venture Kick,Switzerland,,,,,
SAEKI,AI/ML,Crypto,B2B,"AI, Web3, Manufacturing",05.02.2025,SAEKI raises USD 6.7M to redefine large-scale manufacturing with digital solutions,2025,6.7M USD,Undisclosed,Series B,,Switzerland,,,,,
Sylvester,SOFTWARE,SaaS,B2B,"Venture Capital, AI",05.02.2025,Sylvester Stallone among new investors in USD 7.5M Series A for AI analytics platform Largo.ai,2025,7.5M USD,Series A,Series A,,Switzerland,,,,,
Akina,AI/ML,Drug Discovery,B2B,"AI, IoT",03.02.2025,Akina secures CHF 2.8M to expand AI-powered physiotherapy,2025,2.8M CHF,Undisclosed,Series A,,Switzerland,,,,,
Lightium,AI/ML,Analytics,B2B,,03.02.2025,"Lightium obtains CHF 150,000 from Venture Kick to turbocharge data centers",2025,150.0K CHF,Undisclosed,Seed,Venture Kick,Switzerland,,,,,
VRbased,SOFTWARE,SaaS,B2C,,30.01.2025,"CHF 40,000 for a VR-based ADHD treatment, a platform for fashion content creation, and a non-invasive cancer detection",2025,40.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Startups,AI/ML,Medical Devices,B2B,"Cybersecurity, AI",30.01.2025,"Startups developing next-gen mobile security, native immunity to fight cancer, AI-powered intelligence against banks frauds, real-time implant data for continous orthopedic recovery, sustainable compostable packaging each get CHF 10,000",2025,10.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Oxyle,Unknown,,Unknown,,30.01.2025,Oxyle secures USD 16M to permanently remove PFAS from water,2025,16.0M USD,Undisclosed,Series C,,Switzerland,,,,,
Helix,AI/ML,Electric Vehicles,B2B,Robotics,30.01.2025,"Helix Robotics receives CHF 150,000 from Venture Kick to develop the first commercial soft robot",2025,150.0K CHF,Undisclosed,Seed,Venture Kick,Switzerland,,,,,
BioVersys,Unknown,,Unknown,,29.01.2025,BioVersys sets IPO price at CHF 36.00 per share ahead of SIX Swiss Exchange debut,2025,36.0K CHF,Undisclosed,Pre-Seed,,Switzerland,,,,,
Voltiris,CLEANTECH,Climate Tech,B2B,,28.01.2025,Voltiris secures CHF 4.8M Seed Financing to accelerate electrification of high-tech greenhouses,2025,4.8M CHF,Seed,Seed,Accel,Switzerland,,,,,
Invested,AI/ML,AI/ML,B2B,,28.01.2025,CHF 9 Billion Invested in Venture Kick Startups,2025,9.0B CHF,Venture Kick Grant,Pre-Seed,Venture Kick,Switzerland,,,,,
